ID,mag_name,completeness,contamination,assembly_type,link_to_assembly,GTDB_version,domain,phylum,class,order,family,genus,species,host_species,closest_placement_ani,size,GC,N50,contigs,number_genes,cazy_hits,pfam_hits,kegg_hits,number_unannotated_genes,percent_unannotated_genes,DM_batch,closest_placement_af,fastani_ani,MAG_url,AB_batch,taxonomy_level,DM_batch 2,sample_type,anno_url,gbk_url,kegg_url,dereplicated_old,annotated,dereplicated,coding_density,host_order,host_class,percent_unannotated_kegg
EHM079485,EHA05415_bin.326.fa,84.40,5.28,Coassembly,EHA05415,2.3.0,d__Bacteria,p__Bacillota_A,c__Clostridia,o__TANB77,f__CAG-508,g__UMGS1754,s__,Vombatus ursinus,0.00,1483481,33.00%,12053,160,1117,25,1117,441,0,,DMB0179,0.00,0.00,https://sid.erda.dk/share_redirect/BaMZodj9sA/MAG/ABB0616/EHA05415_bin.326.fa.gz,ABB0616,Genus,,Faecal,https://sid.erda.dk/share_redirect/BaMZodj9sA/ANN/EHM079485_anno.tsv.gz,https://sid.erda.dk/share_redirect/BaMZodj9sA/ANN/EHM079485.gbk.gz,https://sid.erda.dk/share_redirect/BaMZodj9sA/ANN/EHM079485_kegg.tsv.gz,false,true,DMB0179,0.90,Diprotodontia,Mammalia,60.5
EHM079486,EHA05415_bin.327.fa,86.77,3.01,Coassembly,EHA05415,2.3.0,d__Bacteria,p__Bacillota,c__Bacilli,o__RF39,f__UBA660,g__UBA5578,s__,Vombatus ursinus,83.50,1580134,31.00%,49030,54,1054,23,1054,397,0,,DMB0179,0.65,0.00,https://sid.erda.dk/share_redirect/BaMZodj9sA/MAG/ABB0616/EHA05415_bin.327.fa.gz,ABB0616,Genus,,Faecal,https://sid.erda.dk/share_redirect/BaMZodj9sA/ANN/EHM079486_anno.tsv.gz,https://sid.erda.dk/share_redirect/BaMZodj9sA/ANN/EHM079486.gbk.gz,https://sid.erda.dk/share_redirect/BaMZodj9sA/ANN/EHM079486_kegg.tsv.gz,false,true,DMB0179,0.91,Diprotodontia,Mammalia,62.3
EHM079487,EHA05415_bin.328.fa,79.50,5.09,Coassembly,EHA05415,2.3.0,d__Bacteria,p__Bacillota,c__Bacilli,o__RF39,f__UBA660,g__Faecisoma,s__,Vombatus ursinus,80.07,1446128,50.00%,7070,255,851,16,851,377,0,,DMB0179,0.53,0.00,https://sid.erda.dk/share_redirect/BaMZodj9sA/MAG/ABB0616/EHA05415_bin.328.fa.gz,ABB0616,Genus,,Faecal,https://sid.erda.dk/share_redirect/BaMZodj9sA/ANN/EHM079487_anno.tsv.gz,https://sid.erda.dk/share_redirect/BaMZodj9sA/ANN/EHM079487.gbk.gz,https://sid.erda.dk/share_redirect/BaMZodj9sA/ANN/EHM079487_kegg.tsv.gz,false,true,DMB0179,0.91,Diprotodontia,Mammalia,55.7
EHM079488,EHA05415_bin.329.fa,92.42,2.92,Coassembly,EHA05415,2.3.0,d__Bacteria,p__Bacillota_A,c__Clostridia,o__Lachnospirales,f__JAKSVV01,g__JAKSVV01,s__,Vombatus ursinus,76.79,1833047,50.00%,34435,98,1590,57,1589,702,1,0.1,DMB0179,0.21,0.00,https://sid.erda.dk/share_redirect/BaMZodj9sA/MAG/ABB0616/EHA05415_bin.329.fa.gz,ABB0616,Genus,,Faecal,https://sid.erda.dk/share_redirect/BaMZodj9sA/ANN/EHM079488_anno.tsv.gz,https://sid.erda.dk/share_redirect/BaMZodj9sA/ANN/EHM079488.gbk.gz,https://sid.erda.dk/share_redirect/BaMZodj9sA/ANN/EHM079488_kegg.tsv.gz,false,true,DMB0179,0.90,Diprotodontia,Mammalia,55.8
EHM079489,EHA05415_bin.33.fa,83.30,2.65,Coassembly,EHA05415,2.3.0,d__Bacteria,p__Bacillota_A,c__Clostridia,o__Christensenellales,f__Pumilibacteraceae,g__RUG12826,s__,Vombatus ursinus,0.00,1502306,52.00%,31519,71,1322,62,1322,683,0,,DMB0179,0.00,0.00,https://sid.erda.dk/share_redirect/BaMZodj9sA/MAG/ABB0616/EHA05415_bin.33.fa.gz,ABB0616,Genus,,Faecal,https://sid.erda.dk/share_redirect/BaMZodj9sA/ANN/EHM079489_anno.tsv.gz,https://sid.erda.dk/share_redirect/BaMZodj9sA/ANN/EHM079489.gbk.gz,https://sid.erda.dk/share_redirect/BaMZodj9sA/ANN/EHM079489_kegg.tsv.gz,false,true,DMB0179,0.91,Diprotodontia,Mammalia,48.3
EHM079490,EHA05415_bin.330.fa,88.31,2.96,Coassembly,EHA05415,2.3.0,d__Bacteria,p__Bacillota,c__Bacilli,o__RF39,f__UBA660,g__CAG-302,s__,Vombatus ursinus,0.00,971011,29.00%,79202,17,934,9,934,395,0,,DMB0179,0.00,0.00,https://sid.erda.dk/share_redirect/BaMZodj9sA/MAG/ABB0616/EHA05415_bin.330.fa.gz,ABB0616,Genus,,Faecal,https://sid.erda.dk/share_redirect/BaMZodj9sA/ANN/EHM079490_anno.tsv.gz,https://sid.erda.dk/share_redirect/BaMZodj9sA/ANN/EHM079490.gbk.gz,https://sid.erda.dk/share_redirect/BaMZodj9sA/ANN/EHM079490_kegg.tsv.gz,false,true,DMB0179,0.89,Diprotodontia,Mammalia,57.7
EHM079491,EHA05415_bin.331.fa,64.15,0.45,Coassembly,EHA05415,2.3.0,d__Bacteria,p__Bacillota_A,c__Clostridia,o__Lachnospirales,f__JAKSVV01,g__JAKSVV01,s__,Vombatus ursinus,78.57,1046817,25.00%,110612,14,1330,41,1330,549,0,,DMB0179,0.33,0.00,https://sid.erda.dk/share_redirect/BaMZodj9sA/MAG/ABB0616/EHA05415_bin.331.fa.gz,ABB0616,Genus,,Faecal,https://sid.erda.dk/share_redirect/BaMZodj9sA/ANN/EHM079491_anno.tsv.gz,https://sid.erda.dk/share_redirect/BaMZodj9sA/ANN/EHM079491.gbk.gz,https://sid.erda.dk/share_redirect/BaMZodj9sA/ANN/EHM079491_kegg.tsv.gz,false,true,DMB0179,0.94,Diprotodontia,Mammalia,58.7
EHM079492,EHA05415_bin.332.fa,69.81,0.84,Coassembly,EHA05415,2.3.0,d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Bacteroidales,f__Tannerellaceae,g__,s__,Vombatus ursinus,0.00,796831,25.00%,34638,33,2795,190,2795,1257,0,,DMB0179,0.00,0.00,https://sid.erda.dk/share_redirect/BaMZodj9sA/MAG/ABB0616/EHA05415_bin.332.fa.gz,ABB0616,Family,,Faecal,https://sid.erda.dk/share_redirect/BaMZodj9sA/ANN/EHM079492_anno.tsv.gz,https://sid.erda.dk/share_redirect/BaMZodj9sA/ANN/EHM079492.gbk.gz,https://sid.erda.dk/share_redirect/BaMZodj9sA/ANN/EHM079492_kegg.tsv.gz,false,true,DMB0179,0.92,Diprotodontia,Mammalia,55.0
EHM079493,EHA05415_bin.333.fa,100.00,2.09,Coassembly,EHA05415,2.3.0,d__Bacteria,p__Bacillota_A,c__Clostridia,o__Oscillospirales,f__Oscillospiraceae,g__RGIG6969,s__,Vombatus ursinus,84.20,1799709,26.00%,120310,22,1668,22,1668,888,0,,DMB0179,0.73,0.00,https://sid.erda.dk/share_redirect/BaMZodj9sA/MAG/ABB0616/EHA05415_bin.333.fa.gz,ABB0616,Genus,,Faecal,https://sid.erda.dk/share_redirect/BaMZodj9sA/ANN/EHM079493_anno.tsv.gz,https://sid.erda.dk/share_redirect/BaMZodj9sA/ANN/EHM079493.gbk.gz,https://sid.erda.dk/share_redirect/BaMZodj9sA/ANN/EHM079493_kegg.tsv.gz,false,true,DMB0179,0.87,Diprotodontia,Mammalia,46.8
EHM079494,EHA05415_bin.334.fa,93.82,0.00,Coassembly,EHA05415,2.3.0,d__Bacteria,p__Bacillota_A,c__Clostridia,o__Christensenellales,f__UBA1242,g__Caccovivens,s__,Vombatus ursinus,77.49,1586158,40.00%,71434,34,804,16,804,377,0,,DMB0179,0.11,0.00,https://sid.erda.dk/share_redirect/BaMZodj9sA/MAG/ABB0616/EHA05415_bin.334.fa.gz,ABB0616,Genus,,Faecal,https://sid.erda.dk/share_redirect/BaMZodj9sA/ANN/EHM079494_anno.tsv.gz,https://sid.erda.dk/share_redirect/BaMZodj9sA/ANN/EHM079494.gbk.gz,https://sid.erda.dk/share_redirect/BaMZodj9sA/ANN/EHM079494_kegg.tsv.gz,false,true,DMB0179,0.84,Diprotodontia,Mammalia,53.1
EHM079495,EHA05415_bin.335.fa,66.76,0.40,Coassembly,EHA05415,2.3.0,d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Bacteroidales,f__Paludibacteraceae,g__UBA1754,s__UBA1754 sp015061145,Vombatus ursinus,97.79,891862,27.00%,30363,40,1981,76,1981,936,0,,DMB0179,0.84,97.79,https://sid.erda.dk/share_redirect/BaMZodj9sA/MAG/ABB0616/EHA05415_bin.335.fa.gz,ABB0616,Species,,Faecal,https://sid.erda.dk/share_redirect/BaMZodj9sA/ANN/EHM079495_anno.tsv.gz,https://sid.erda.dk/share_redirect/BaMZodj9sA/ANN/EHM079495.gbk.gz,https://sid.erda.dk/share_redirect/BaMZodj9sA/ANN/EHM079495_kegg.tsv.gz,false,true,DMB0179,0.91,Diprotodontia,Mammalia,52.8
EHM079496,EHA05415_bin.336.fa,66.86,2.33,Coassembly,EHA05415,2.3.0,d__Bacteria,p__Cyanobacteriota,c__Vampirovibrionia,o__Gastranaerophilales,f__Gastranaerophilaceae,g__,s__,Vombatus ursinus,0.00,1587425,27.00%,18598,93,1872,52,1872,780,0,,DMB0179,0.00,0.00,https://sid.erda.dk/share_redirect/BaMZodj9sA/MAG/ABB0616/EHA05415_bin.336.fa.gz,ABB0616,Family,,Faecal,https://sid.erda.dk/share_redirect/BaMZodj9sA/ANN/EHM079496_anno.tsv.gz,https://sid.erda.dk/share_redirect/BaMZodj9sA/ANN/EHM079496.gbk.gz,https://sid.erda.dk/share_redirect/BaMZodj9sA/ANN/EHM079496_kegg.tsv.gz,false,true,DMB0179,0.83,Diprotodontia,Mammalia,58.3
EHM079497,EHA05415_bin.337.fa,99.63,0.03,Coassembly,EHA05415,2.3.0,d__Bacteria,p__Pseudomonadota,c__Alphaproteobacteria,o__RF32,f__UBA3637,g__,s__,Vombatus ursinus,0.00,3422889,42.00%,301136,25,1182,23,1182,591,0,,DMB0179,0.00,0.00,https://sid.erda.dk/share_redirect/BaMZodj9sA/MAG/ABB0616/EHA05415_bin.337.fa.gz,ABB0616,Family,,Faecal,https://sid.erda.dk/share_redirect/BaMZodj9sA/ANN/EHM079497_anno.tsv.gz,https://sid.erda.dk/share_redirect/BaMZodj9sA/ANN/EHM079497.gbk.gz,https://sid.erda.dk/share_redirect/BaMZodj9sA/ANN/EHM079497_kegg.tsv.gz,false,true,DMB0179,0.90,Diprotodontia,Mammalia,50.0
EHM079498,EHA05415_bin.338.fa,93.47,0.69,Coassembly,EHA05415,2.3.0,d__Bacteria,p__Bacillota_A,c__Clostridia,o__Lachnospirales,f__Lachnospiraceae,g__CAG-95,s__,Vombatus ursinus,0.00,1680948,58.00%,19815,114,2579,110,2579,1268,0,,DMB0179,0.00,0.00,https://sid.erda.dk/share_redirect/BaMZodj9sA/MAG/ABB0616/EHA05415_bin.338.fa.gz,ABB0616,Genus,,Faecal,https://sid.erda.dk/share_redirect/BaMZodj9sA/ANN/EHM079498_anno.tsv.gz,https://sid.erda.dk/share_redirect/BaMZodj9sA/ANN/EHM079498.gbk.gz,https://sid.erda.dk/share_redirect/BaMZodj9sA/ANN/EHM079498_kegg.tsv.gz,false,true,DMB0179,0.91,Diprotodontia,Mammalia,50.8
EHM079499,EHA05415_bin.339.fa,97.72,1.05,Coassembly,EHA05415,2.3.0,d__Bacteria,p__Bacillota_A,c__Clostridia,o__Lachnospirales,f__Lachnospiraceae,g__Acetatifactor,s__,Vombatus ursinus,0.00,936872,37.00%,55331,18,2242,85,2242,1028,0,,DMB0179,0.00,0.00,https://sid.erda.dk/share_redirect/BaMZodj9sA/MAG/ABB0616/EHA05415_bin.339.fa.gz,ABB0616,Genus,,Faecal,https://sid.erda.dk/share_redirect/BaMZodj9sA/ANN/EHM079499_anno.tsv.gz,https://sid.erda.dk/share_redirect/BaMZodj9sA/ANN/EHM079499.gbk.gz,https://sid.erda.dk/share_redirect/BaMZodj9sA/ANN/EHM079499_kegg.tsv.gz,false,true,DMB0179,0.91,Diprotodontia,Mammalia,54.1
EHM079500,EHA05415_bin.34.fa,99.67,0.11,Coassembly,EHA05415,2.3.0,d__Bacteria,p__Bacillota_A,c__Clostridia,o__Oscillospirales,f__UBA644,g__HGM12619,s__,Vombatus ursinus,77.00,2192871,44.00%,116743,24,1240,51,1240,618,0,,DMB0179,0.15,0.00,https://sid.erda.dk/share_redirect/BaMZodj9sA/MAG/ABB0616/EHA05415_bin.34.fa.gz,ABB0616,Genus,,Faecal,https://sid.erda.dk/share_redirect/BaMZodj9sA/ANN/EHM079500_anno.tsv.gz,https://sid.erda.dk/share_redirect/BaMZodj9sA/ANN/EHM079500.gbk.gz,https://sid.erda.dk/share_redirect/BaMZodj9sA/ANN/EHM079500_kegg.tsv.gz,false,true,DMB0179,0.92,Diprotodontia,Mammalia,50.2
EHM079501,EHA05415_bin.340.fa,99.09,0.04,Coassembly,EHA05415,2.3.0,d__Bacteria,p__Bacillota_A,c__Clostridia,o__Lachnospirales,f__Lachnospiraceae,g__Acetatifactor,s__,Vombatus ursinus,0.00,1859800,37.00%,342398,17,2368,89,2366,1090,2,0.1,DMB0179,0.00,0.00,https://sid.erda.dk/share_redirect/BaMZodj9sA/MAG/ABB0616/EHA05415_bin.340.fa.gz,ABB0616,Genus,,Faecal,https://sid.erda.dk/share_redirect/BaMZodj9sA/ANN/EHM079501_anno.tsv.gz,https://sid.erda.dk/share_redirect/BaMZodj9sA/ANN/EHM079501.gbk.gz,https://sid.erda.dk/share_redirect/BaMZodj9sA/ANN/EHM079501_kegg.tsv.gz,false,true,DMB0179,0.90,Diprotodontia,Mammalia,54.0
EHM079502,EHA05415_bin.341.fa,100.00,0.15,Coassembly,EHA05415,2.3.0,d__Bacteria,p__Bacillota_A,c__Clostridia,o__DUPQ01,f__,g__,s__,Vombatus ursinus,0.00,1191577,42.00%,55559,32,1778,124,1778,840,0,,DMB0179,0.00,0.00,https://sid.erda.dk/share_redirect/BaMZodj9sA/MAG/ABB0616/EHA05415_bin.341.fa.gz,ABB0616,Order,,Faecal,https://sid.erda.dk/share_redirect/BaMZodj9sA/ANN/EHM079502_anno.tsv.gz,https://sid.erda.dk/share_redirect/BaMZodj9sA/ANN/EHM079502.gbk.gz,https://sid.erda.dk/share_redirect/BaMZodj9sA/ANN/EHM079502_kegg.tsv.gz,false,true,DMB0179,0.90,Diprotodontia,Mammalia,52.8
EHM079503,EHA05415_bin.342.fa,95.22,1.42,Coassembly,EHA05415,2.3.0,d__Bacteria,p__Bacillota_A,c__Clostridia,o__Oscillospirales,f__CAG-272,g__CAG-272,s__,Vombatus ursinus,0.00,2733153,39.00%,95396,66,1482,34,1482,767,0,,DMB0179,0.00,0.00,https://sid.erda.dk/share_redirect/BaMZodj9sA/MAG/ABB0616/EHA05415_bin.342.fa.gz,ABB0616,Genus,,Faecal,https://sid.erda.dk/share_redirect/BaMZodj9sA/ANN/EHM079503_anno.tsv.gz,https://sid.erda.dk/share_redirect/BaMZodj9sA/ANN/EHM079503.gbk.gz,https://sid.erda.dk/share_redirect/BaMZodj9sA/ANN/EHM079503_kegg.tsv.gz,false,true,DMB0179,0.91,Diprotodontia,Mammalia,48.2
EHM079504,EHA05415_bin.343.fa,77.46,0.98,Coassembly,EHA05415,2.3.0,d__Bacteria,p__Bacillota_A,c__Clostridia,o__Oscillospirales,f__CAG-272,g__SIG714,s__,Vombatus ursinus,76.66,2389796,42.00%,14059,262,1462,35,1462,691,0,,DMB0179,0.07,0.00,https://sid.erda.dk/share_redirect/BaMZodj9sA/MAG/ABB0616/EHA05415_bin.343.fa.gz,ABB0616,Genus,,Faecal,https://sid.erda.dk/share_redirect/BaMZodj9sA/ANN/EHM079504_anno.tsv.gz,https://sid.erda.dk/share_redirect/BaMZodj9sA/ANN/EHM079504.gbk.gz,https://sid.erda.dk/share_redirect/BaMZodj9sA/ANN/EHM079504_kegg.tsv.gz,false,true,DMB0179,0.90,Diprotodontia,Mammalia,52.7
EHM079505,EHA05415_bin.344.fa,72.03,0.61,Coassembly,EHA05415,2.3.0,d__Bacteria,p__Bacillota_A,c__Clostridia,o__Lachnospirales,f__Lachnospiraceae,g__Fimousia,s__,Vombatus ursinus,79.58,1276595,44.00%,8082,212,1748,22,1748,1047,0,,DMB0179,0.36,0.00,https://sid.erda.dk/share_redirect/BaMZodj9sA/MAG/ABB0616/EHA05415_bin.344.fa.gz,ABB0616,Genus,,Faecal,https://sid.erda.dk/share_redirect/BaMZodj9sA/ANN/EHM079505_anno.tsv.gz,https://sid.erda.dk/share_redirect/BaMZodj9sA/ANN/EHM079505.gbk.gz,https://sid.erda.dk/share_redirect/BaMZodj9sA/ANN/EHM079505_kegg.tsv.gz,false,true,DMB0179,0.91,Diprotodontia,Mammalia,40.1
EHM079506,EHA05415_bin.345.fa,94.55,1.55,Coassembly,EHA05415,2.3.0,d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Bacteroidales,f__UBA932,g__Cryptobacteroides,s__,Vombatus ursinus,0.00,2482666,43.00%,42775,102,1338,44,1338,708,0,,DMB0179,0.00,0.00,https://sid.erda.dk/share_redirect/BaMZodj9sA/MAG/ABB0616/EHA05415_bin.345.fa.gz,ABB0616,Genus,,Faecal,https://sid.erda.dk/share_redirect/BaMZodj9sA/ANN/EHM079506_anno.tsv.gz,https://sid.erda.dk/share_redirect/BaMZodj9sA/ANN/EHM079506.gbk.gz,https://sid.erda.dk/share_redirect/BaMZodj9sA/ANN/EHM079506_kegg.tsv.gz,false,true,DMB0179,0.91,Diprotodontia,Mammalia,47.1
EHM079507,EHA05415_bin.346.fa,81.84,0.01,Coassembly,EHA05415,2.3.0,d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Bacteroidales,f__Paludibacteraceae,g__UBA1723,s__UBA1723 sp002371265,Vombatus ursinus,95.93,2216519,40.00%,74704,50,2397,112,2397,886,0,,DMB0179,0.82,95.93,https://sid.erda.dk/share_redirect/BaMZodj9sA/MAG/ABB0616/EHA05415_bin.346.fa.gz,ABB0616,Species,,Faecal,https://sid.erda.dk/share_redirect/BaMZodj9sA/ANN/EHM079507_anno.tsv.gz,https://sid.erda.dk/share_redirect/BaMZodj9sA/ANN/EHM079507.gbk.gz,https://sid.erda.dk/share_redirect/BaMZodj9sA/ANN/EHM079507_kegg.tsv.gz,false,true,DMB0179,0.92,Diprotodontia,Mammalia,63.0
EHM079508,EHA05415_bin.347.fa,98.24,0.03,Coassembly,EHA05415,2.3.0,d__Bacteria,p__Bacillota_A,c__Clostridia,o__Lachnospirales,f__Lachnospiraceae,g__Faecalimonas,s__,Vombatus ursinus,79.33,1596707,44.00%,52623,55,1546,59,1546,814,0,,DMB0179,0.36,0.00,https://sid.erda.dk/share_redirect/BaMZodj9sA/MAG/ABB0616/EHA05415_bin.347.fa.gz,ABB0616,Genus,,Faecal,https://sid.erda.dk/share_redirect/BaMZodj9sA/ANN/EHM079508_anno.tsv.gz,https://sid.erda.dk/share_redirect/BaMZodj9sA/ANN/EHM079508.gbk.gz,https://sid.erda.dk/share_redirect/BaMZodj9sA/ANN/EHM079508_kegg.tsv.gz,false,true,DMB0179,0.90,Diprotodontia,Mammalia,47.3
EHM079509,EHA05415_bin.348.fa,96.42,0.04,Coassembly,EHA05415,2.3.0,d__Bacteria,p__Verrucomicrobiota,c__Kiritimatiellia,o__RFP12,f__UBA1067,g__UBA1067,s__,Vombatus ursinus,77.89,1662654,44.00%,65637,39,1484,64,1484,663,0,,DMB0179,0.02,0.00,https://sid.erda.dk/share_redirect/BaMZodj9sA/MAG/ABB0616/EHA05415_bin.348.fa.gz,ABB0616,Genus,,Faecal,https://sid.erda.dk/share_redirect/BaMZodj9sA/ANN/EHM079509_anno.tsv.gz,https://sid.erda.dk/share_redirect/BaMZodj9sA/ANN/EHM079509.gbk.gz,https://sid.erda.dk/share_redirect/BaMZodj9sA/ANN/EHM079509_kegg.tsv.gz,false,true,DMB0179,0.88,Diprotodontia,Mammalia,55.3
EHM079510,EHA05415_bin.349.fa,100.00,2.34,Coassembly,EHA05415,2.3.0,d__Bacteria,p__Verrucomicrobiota,c__Kiritimatiellia,o__RFP12,f__UBA1067,g__UBA1067,s__,Vombatus ursinus,78.33,1750145,37.00%,27580,87,1339,71,1339,640,0,,DMB0179,0.02,0.00,https://sid.erda.dk/share_redirect/BaMZodj9sA/MAG/ABB0616/EHA05415_bin.349.fa.gz,ABB0616,Genus,,Faecal,https://sid.erda.dk/share_redirect/BaMZodj9sA/ANN/EHM079510_anno.tsv.gz,https://sid.erda.dk/share_redirect/BaMZodj9sA/ANN/EHM079510.gbk.gz,https://sid.erda.dk/share_redirect/BaMZodj9sA/ANN/EHM079510_kegg.tsv.gz,false,true,DMB0179,0.92,Diprotodontia,Mammalia,52.2
EHM079511,EHA05415_bin.35.fa,95.20,0.57,Coassembly,EHA05415,2.3.0,d__Bacteria,p__Verrucomicrobiota,c__Verrucomicrobiae,o__Opitutales,f__CAG-312,g__UMGS1490,s__,Vombatus ursinus,0.00,1631924,45.00%,47697,54,1772,64,1772,882,0,,DMB0179,0.00,0.00,https://sid.erda.dk/share_redirect/BaMZodj9sA/MAG/ABB0616/EHA05415_bin.35.fa.gz,ABB0616,Genus,,Faecal,https://sid.erda.dk/share_redirect/BaMZodj9sA/ANN/EHM079511_anno.tsv.gz,https://sid.erda.dk/share_redirect/BaMZodj9sA/ANN/EHM079511.gbk.gz,https://sid.erda.dk/share_redirect/BaMZodj9sA/ANN/EHM079511_kegg.tsv.gz,false,true,DMB0179,0.95,Diprotodontia,Mammalia,50.2
EHM079512,EHA05415_bin.350.fa,80.03,0.86,Coassembly,EHA05415,2.3.0,d__Bacteria,p__Bacillota_A,c__Clostridia,o__Oscillospirales,f__Oscillospiraceae,g__Faecousia,s__,Vombatus ursinus,0.00,2927158,41.00%,173675,33,1186,32,1185,493,1,0.1,DMB0179,0.00,0.00,https://sid.erda.dk/share_redirect/BaMZodj9sA/MAG/ABB0616/EHA05415_bin.350.fa.gz,ABB0616,Genus,,Faecal,https://sid.erda.dk/share_redirect/BaMZodj9sA/ANN/EHM079512_anno.tsv.gz,https://sid.erda.dk/share_redirect/BaMZodj9sA/ANN/EHM079512.gbk.gz,https://sid.erda.dk/share_redirect/BaMZodj9sA/ANN/EHM079512_kegg.tsv.gz,false,true,DMB0179,0.90,Diprotodontia,Mammalia,58.4
EHM079513,EHA05415_bin.351.fa,85.76,0.92,Coassembly,EHA05415,2.3.0,d__Bacteria,p__Bacillota,c__Bacilli,o__RFN20,f__CAG-826,g__CAJOLV01,s__,Vombatus ursinus,0.00,1626944,42.00%,25583,102,1052,31,1052,489,0,,DMB0179,0.00,0.00,https://sid.erda.dk/share_redirect/BaMZodj9sA/MAG/ABB0616/EHA05415_bin.351.fa.gz,ABB0616,Genus,,Faecal,https://sid.erda.dk/share_redirect/BaMZodj9sA/ANN/EHM079513_anno.tsv.gz,https://sid.erda.dk/share_redirect/BaMZodj9sA/ANN/EHM079513.gbk.gz,https://sid.erda.dk/share_redirect/BaMZodj9sA/ANN/EHM079513_kegg.tsv.gz,false,true,DMB0179,0.93,Diprotodontia,Mammalia,53.5
EHM079514,EHA05415_bin.352.fa,72.95,1.79,Coassembly,EHA05415,2.3.0,d__Bacteria,p__Cyanobacteriota,c__Vampirovibrionia,o__Gastranaerophilales,f__Gastranaerophilaceae,g__,s__,Vombatus ursinus,0.00,1752200,40.00%,21486,127,1505,33,1505,754,0,,DMB0179,0.00,0.00,https://sid.erda.dk/share_redirect/BaMZodj9sA/MAG/ABB0616/EHA05415_bin.352.fa.gz,ABB0616,Family,,Faecal,https://sid.erda.dk/share_redirect/BaMZodj9sA/ANN/EHM079514_anno.tsv.gz,https://sid.erda.dk/share_redirect/BaMZodj9sA/ANN/EHM079514.gbk.gz,https://sid.erda.dk/share_redirect/BaMZodj9sA/ANN/EHM079514_kegg.tsv.gz,false,true,DMB0179,0.93,Diprotodontia,Mammalia,49.9
EHM079515,EHA05415_bin.353.fa,73.10,0.96,Coassembly,EHA05415,2.3.0,d__Bacteria,p__Cyanobacteriota,c__Vampirovibrionia,o__Gastranaerophilales,f__Gastranaerophilaceae,g__UBA6984,s__UBA6984 sp934726055,Vombatus ursinus,98.50,1488344,40.00%,28392,75,1897,58,1897,798,0,,DMB0179,0.88,98.50,https://sid.erda.dk/share_redirect/BaMZodj9sA/MAG/ABB0616/EHA05415_bin.353.fa.gz,ABB0616,Species,,Faecal,https://sid.erda.dk/share_redirect/BaMZodj9sA/ANN/EHM079515_anno.tsv.gz,https://sid.erda.dk/share_redirect/BaMZodj9sA/ANN/EHM079515.gbk.gz,https://sid.erda.dk/share_redirect/BaMZodj9sA/ANN/EHM079515_kegg.tsv.gz,false,true,DMB0179,0.93,Diprotodontia,Mammalia,57.9
EHM079516,EHA05415_bin.354.fa,97.16,0.00,Coassembly,EHA05415,2.3.0,d__Bacteria,p__Bacillota_A,c__Clostridia,o__Lachnospirales,f__Lachnospiraceae,g__,s__,Vombatus ursinus,0.00,2034160,37.00%,107593,48,3018,118,3018,1391,0,,DMB0179,0.00,0.00,https://sid.erda.dk/share_redirect/BaMZodj9sA/MAG/ABB0616/EHA05415_bin.354.fa.gz,ABB0616,Family,,Faecal,https://sid.erda.dk/share_redirect/BaMZodj9sA/ANN/EHM079516_anno.tsv.gz,https://sid.erda.dk/share_redirect/BaMZodj9sA/ANN/EHM079516.gbk.gz,https://sid.erda.dk/share_redirect/BaMZodj9sA/ANN/EHM079516_kegg.tsv.gz,false,true,DMB0179,0.92,Diprotodontia,Mammalia,53.9
EHM079517,EHA05415_bin.355.fa,71.76,2.07,Coassembly,EHA05415,2.3.0,d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Bacteroidales,f__Paludibacteraceae,g__W0P28-013,s__,Vombatus ursinus,76.86,1349947,52.00%,4378,361,1551,34,1551,693,0,,DMB0179,0.21,0.00,https://sid.erda.dk/share_redirect/BaMZodj9sA/MAG/ABB0616/EHA05415_bin.355.fa.gz,ABB0616,Genus,,Faecal,https://sid.erda.dk/share_redirect/BaMZodj9sA/ANN/EHM079517_anno.tsv.gz,https://sid.erda.dk/share_redirect/BaMZodj9sA/ANN/EHM079517.gbk.gz,https://sid.erda.dk/share_redirect/BaMZodj9sA/ANN/EHM079517_kegg.tsv.gz,false,true,DMB0179,0.90,Diprotodontia,Mammalia,55.3
EHM079518,EHA05415_bin.356.fa,98.77,0.11,Coassembly,EHA05415,2.3.0,d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Bacteroidales,f__Paludibacteraceae,g__CALUNA01,s__,Vombatus ursinus,77.05,1182476,34.00%,58927,34,1532,67,1532,781,0,,DMB0179,0.06,0.00,https://sid.erda.dk/share_redirect/BaMZodj9sA/MAG/ABB0616/EHA05415_bin.356.fa.gz,ABB0616,Genus,,Faecal,https://sid.erda.dk/share_redirect/BaMZodj9sA/ANN/EHM079518_anno.tsv.gz,https://sid.erda.dk/share_redirect/BaMZodj9sA/ANN/EHM079518.gbk.gz,https://sid.erda.dk/share_redirect/BaMZodj9sA/ANN/EHM079518_kegg.tsv.gz,false,true,DMB0179,0.92,Diprotodontia,Mammalia,49.0
