user_genome	classification	fastani_reference	fastani_reference_radius	fastani_taxonomy	fastani_ani	fastani_af	closest_placement_reference	closest_placement_radius	closest_placement_taxonomy	closest_placement_ani	closest_placement_af	pplacer_taxonomy	classification_method	note	other_related_references(genome_id,species_name,radius,ANI,AF)	msa_percent	translation_table	red_value	warnings
EHA05415_bin.35.fa	d__Bacteria;p__Verrucomicrobiota;c__Verrucomicrobiae;o__Opitutales;f__CAG-312;g__UMGS1490;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Verrucomicrobiota;c__Verrucomicrobiae;o__Opitutales;f__CAG-312;g__UMGS1490;s__	ANI	classification based on placement in class-level tree	GCA_017629765.1, s__UMGS1490 sp017629765, 95.0, 78.61, 0.466; GCA_900547395.1, s__UMGS1490 sp900547395, 95.0, 78.54, 0.439; GCA_017526045.1, s__UMGS1490 sp017526045, 95.0, 76.66, 0.153; GCA_900552245.1, s__UMGS1490 sp900552245, 95.0, 76.1, 0.053; GCA_017633865.1, s__UMGS1490 sp017633865, 95.0, 75.89, 0.064; GCA_900548185.1, s__UMGS1490 sp900548185, 95.0, 75.63, 0.029	89.12	11	0.97977	N/A
EHA05415_bin.350.fa	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__Faecousia;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__Faecousia;s__	ANI	classification based on placement in class-level tree	GCA_017419715.1, s__Faecousia sp017419715, 95.0, 77.81, 0.08; GCA_900316335.1, s__Faecousia sp900316335, 95.0, 77.75, 0.1; GCA_900769995.1, s__Faecousia sp900769995, 95.0, 77.52, 0.104; GCA_945635805.1, s__Faecousia sp945635805, 95.0, 77.44, 0.044; GCA_022770345.1, s__Faecousia sp022770345, 95.0, 77.37, 0.016; GCA_934572365.1, s__Faecousia sp934572365, 95.0, 77.33, 0.028; GCA_017425545.1, s__Faecousia sp017425545, 95.0, 77.3, 0.04; GCA_024404825.1, s__Faecousia sp024404825, 95.0, 77.25, 0.129; GCA_905233385.1, s__Faecousia sp905233385, 95.0, 77.21, 0.06; GCA_934667815.1, s__Faecousia sp934667815, 95.0, 77.17, 0.116; GCA_900551495.1, s__Faecousia sp900551495, 95.0, 77.14, 0.064; GCA_017481325.1, s__Faecousia sp017481325, 95.0, 77.09, 0.048; GCA_017429835.1, s__Faecousia sp017429835, 95.0, 77.06, 0.072; GCA_015068235.1, s__Faecousia sp015068235, 95.0, 77.05, 0.08; GCA_900544705.1, s__Faecousia sp900544705, 95.0, 77.04, 0.116; GCA_017936205.1, s__Faecousia sp017936205, 95.0, 77.03, 0.052; GCA_945486035.1, s__Faecousia sp945486035, 95.0, 77.02, 0.024; GCA_017391305.1, s__Faecousia sp017391305, 95.0, 77.0, 0.048; GCA_900546075.1, s__Faecousia sp900546075, 95.0, 76.99, 0.032; GCA_902767915.1, s__Faecousia sp902767915, 95.0, 76.96, 0.084; GCA_900554705.1, s__Faecousia sp900554705, 95.0, 76.96, 0.064; GCA_017543225.1, s__Faecousia sp017543225, 95.0, 76.96, 0.056; GCA_017540945.1, s__Faecousia sp017540945, 95.0, 76.95, 0.068; GCA_016292255.1, s__Faecousia sp016292255, 95.0, 76.93, 0.072; GCA_015068455.1, s__Faecousia sp015068455, 95.0, 76.92, 0.08; GCA_017429325.1, s__Faecousia sp017429325, 95.0, 76.88, 0.048; GCA_934569215.1, s__Faecousia sp934569215, 95.0, 76.82, 0.02; GCA_900548795.1, s__Faecousia sp900548795, 95.0, 76.82, 0.072; GCA_017577345.1, s__Faecousia sp017577345, 95.0, 76.82, 0.096; GCA_017399355.1, s__Faecousia sp017399355, 95.0, 76.78, 0.06; GCA_016302005.1, s__Faecousia sp016302005, 95.0, 76.78, 0.064; GCA_905235655.1, s__Faecousia sp905235655, 95.0, 76.77, 0.061; GCA_017632035.1, s__Faecousia sp017632035, 95.0, 76.75, 0.02; GCA_016296045.1, s__Faecousia sp016296045, 95.0, 76.75, 0.1; GCA_934622035.1, s__Faecousia sp934622035, 95.0, 76.74, 0.116; GCA_004556205.1, s__Faecousia sp004556205, 95.0, 76.72, 0.076; GCA_017541995.1, s__Faecousia sp017541995, 95.0, 76.72, 0.072; GCA_015067585.1, s__Faecousia sp015067585, 95.0, 76.71, 0.052; GCA_015067725.1, s__Faecousia sp015067725, 95.0, 76.66, 0.04; GCA_900544405.1, s__Faecousia sp900544405, 95.0, 76.65, 0.02; GCA_934654755.1, s__Faecousia sp934654755, 95.0, 76.62, 0.028; GCA_934630495.1, s__Faecousia sp934630495, 95.0, 76.61, 0.072; GCA_902767395.1, s__Faecousia sp902767395, 95.0, 76.59, 0.052; GCA_016282135.1, s__Faecousia sp016282135, 95.0, 76.58, 0.088; GCA_017537045.1, s__Faecousia sp017537045, 95.0, 76.52, 0.005; GCA_017936985.1, s__Faecousia sp017936985, 95.0, 76.5, 0.032; GCA_018712825.1, s__Faecousia excrementipullorum, 95.0, 76.5, 0.036; GCA_016302015.1, s__Faecousia sp016302015, 95.0, 76.48, 0.056; GCA_017405865.1, s__Faecousia sp017405865, 95.0, 76.48, 0.108; GCA_902795195.1, s__Faecousia sp902795195, 95.0, 76.46, 0.112; GCA_017612935.1, s__Faecousia sp017612935, 95.0, 76.45, 0.064; GCA_017461445.1, s__Faecousia sp017461445, 95.0, 76.43, 0.032; GCA_002372735.1, s__Faecousia sp002372735, 95.0, 76.42, 0.076; GCA_017456645.1, s__Faecousia sp017456645, 95.0, 76.4, 0.02; GCA_003525905.1, s__Faecousia sp003525905, 95.0, 76.39, 0.076; GCA_934645175.1, s__Faecousia sp934645175, 95.0, 76.3, 0.044; GCA_900546915.1, s__Faecousia gallistercoris, 95.0, 76.27, 0.024; GCA_905215665.1, s__Faecousia sp905215665, 95.0, 76.23, 0.045; GCA_934668285.1, s__Faecousia sp934668285, 95.0, 76.2, 0.076; GCA_945487445.1, s__Faecousia sp945487445, 95.0, 76.2, 0.056; GCA_004555705.1, s__Faecousia sp004555705, 95.0, 76.18, 0.036; GCA_900546415.1, s__Faecousia sp900546415, 95.0, 76.17, 0.052; GCA_015067565.1, s__Faecousia sp015067565, 95.0, 76.15, 0.076; GCA_910589155.1, s__Faecousia sp910589155, 95.0, 76.14, 0.056; GCA_934615645.1, s__Faecousia sp934615645, 95.0, 76.13, 0.052; GCA_934636045.1, s__Faecousia sp934636045, 95.0, 76.13, 0.076; GCA_000434635.1, s__Faecousia sp000434635, 95.0, 76.12, 0.052; GCA_017519005.1, s__Faecousia sp017519005, 95.0, 76.09, 0.068; GCA_020025515.1, s__Faecousia sp020025515, 95.0, 76.08, 0.068; GCA_017614755.1, s__Faecousia sp017614755, 95.0, 76.08, 0.052; GCA_015068305.1, s__Faecousia sp015068305, 95.0, 76.04, 0.044; GCA_900315595.1, s__Faecousia sp900315595, 95.0, 76.0, 0.068; GCA_944385535.1, s__Faecousia sp944385535, 95.0, 75.97, 0.048; GCA_020025575.1, s__Faecousia sp020025575, 95.0, 75.94, 0.036; GCA_018713285.1, s__Faecousia excrementigallinarum, 95.0, 75.93, 0.032; GCA_934569225.1, s__Faecousia sp934569225, 95.0, 75.9, 0.024; GCA_019418025.1, s__Faecousia sp019418025, 95.0, 75.9, 0.06; GCA_900762005.1, s__Faecousia sp900762005, 95.0, 75.88, 0.084; GCA_022781505.1, s__Faecousia sp022781505, 95.0, 75.84, 0.056; GCA_934565775.1, s__Faecousia sp934565775, 95.0, 75.83, 0.04; GCA_018712145.1, s__Faecousia faecigallinarum, 95.0, 75.75, 0.032; GCA_934589155.1, s__Faecousia sp934589155, 95.0, 75.74, 0.048; GCA_905205195.1, s__Faecousia sp900762935, 95.0, 75.7, 0.044; GCA_021199635.1, s__Faecousia sp021199635, 95.0, 75.7, 0.032; GCA_020025595.1, s__Faecousia sp020025595, 95.0, 75.68, 0.032; GCA_902795095.1, s__Faecousia sp902795095, 95.0, 75.66, 0.04; GCA_020025535.1, s__Faecousia sp020025535, 95.0, 75.61, 0.024; GCA_015067605.1, s__Faecousia sp015067605, 95.0, 75.57, 0.032; GCA_934569195.1, s__Faecousia sp934569195, 95.0, 75.54, 0.028; GCA_017473225.1, s__Faecousia sp017473225, 95.0, 75.53, 0.036; GCA_900544975.1, s__Faecousia sp900544975, 95.0, 75.46, 0.052; GCA_017457285.1, s__Faecousia sp017457285, 95.0, 75.45, 0.028; GCA_934667865.1, s__Faecousia sp934667865, 95.0, 75.44, 0.076; GCA_020025545.1, s__Faecousia sp020025545, 95.0, 75.41, 0.044; GCA_017622295.1, s__Faecousia sp017622295, 95.0, 75.4, 0.02; GCA_018715805.1, s__Faecousia intestinigallinarum, 95.0, 75.31, 0.032; GCA_022774865.1, s__Faecousia sp022774865, 95.0, 75.3, 0.044; GCA_015068225.1, s__Faecousia sp015068225, 95.0, 75.24, 0.032; GCA_017473455.1, s__Faecousia sp017473455, 95.0, 75.15, 0.012; GCA_900545515.1, s__Faecousia sp000435995, 95.0, 74.95, 0.052	48.94	11	0.90265	N/A
EHA05415_bin.351.fa	d__Bacteria;p__Bacillota;c__Bacilli;o__RFN20;f__CAG-826;g__CAJOLV01;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Bacillota;c__Bacilli;o__RFN20;f__CAG-826;g__CAJOLV01;s__	taxonomic novelty determined using RED	classification based on placement in class-level tree	N/A	86.95	11	0.94457	N/A
EHA05415_bin.352.fa	d__Bacteria;p__Cyanobacteriota;c__Vampirovibrionia;o__Gastranaerophilales;f__Gastranaerophilaceae;g__;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Cyanobacteriota;c__Vampirovibrionia;o__Gastranaerophilales;f__Gastranaerophilaceae;g__;s__	taxonomic novelty determined using RED	classification based on placement in class-level tree	N/A	93.94	11	0.86042	N/A
EHA05415_bin.353.fa	d__Bacteria;p__Cyanobacteriota;c__Vampirovibrionia;o__Gastranaerophilales;f__Gastranaerophilaceae;g__UBA6984;s__UBA6984 sp934726055	GCA_934726055.1	95.0	d__Bacteria;p__Cyanobacteriota;c__Vampirovibrionia;o__Gastranaerophilales;f__Gastranaerophilaceae;g__UBA6984;s__UBA6984 sp934726055	98.5	0.878	GCA_934726055.1	95.0	d__Bacteria;p__Cyanobacteriota;c__Vampirovibrionia;o__Gastranaerophilales;f__Gastranaerophilaceae;g__UBA6984;s__UBA6984 sp934726055	98.5	0.878	d__Bacteria;p__Cyanobacteriota;c__Vampirovibrionia;o__Gastranaerophilales;f__Gastranaerophilaceae;g__UBA6984;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	GCA_017405375.1, s__UBA6984 sp017405375, 95.0, 82.6, 0.572; GCA_934728585.1, s__UBA6984 sp934728585, 95.0, 79.55, 0.464; GCA_905235155.1, s__UBA6984 sp905235155, 95.0, 79.14, 0.44; GCA_934717745.1, s__UBA6984 sp934717745, 95.0, 79.14, 0.495; GCA_934699705.1, s__UBA6984 sp934699705, 95.0, 79.06, 0.458; GCA_900550295.1, s__UBA6984 sp900550295, 95.0, 79.05, 0.465; GCA_002450015.1, s__UBA6984 sp002450015, 95.0, 79.05, 0.462; GCA_017512405.1, s__UBA6984 sp017512405, 95.0, 78.99, 0.43; GCA_002369055.1, s__UBA6984 sp002369055, 95.0, 78.82, 0.433; GCA_003258725.1, s__UBA6984 sp003258725, 95.0, 78.74, 0.408; GCA_905236205.1, s__UBA6984 sp905236205, 95.0, 78.28, 0.42; GCA_902776035.1, s__UBA6984 sp900321735, 95.0, 77.89, 0.298	96.5	11	N/A	N/A
EHA05415_bin.354.fa	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__;s__	taxonomic novelty determined using RED	classification based on placement in class-level tree	N/A	76.56	11	0.88614	N/A
EHA05415_bin.355.fa	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Paludibacteraceae;g__W0P28-013;s__	N/A	N/A	N/A	N/A	N/A	GCA_012837685.1	95.0	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Paludibacteraceae;g__W0P28-013;s__W0P28-013 sp012837685	76.86	0.211	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Paludibacteraceae;g__W0P28-013;s__	taxonomic classification defined by topology and ANI	classification based on placement in class-level tree	GCA_020636695.1, s__W0P28-013 sp020636695, 95.0, 77.18, 0.065; GCA_004557405.1, s__W0P28-013 sp004557405, 95.0, 76.82, 0.171	85.38	11	0.94701	N/A
EHA05415_bin.356.fa	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Paludibacteraceae;g__CALUNA01;s__	N/A	N/A	N/A	N/A	N/A	GCA_944321895.1	95.0	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Paludibacteraceae;g__CALUNA01;s__CALUNA01 sp944321895	77.05	0.063	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Paludibacteraceae;g__CALUNA01;s__	taxonomic classification defined by topology and ANI	classification based on placement in class-level tree	N/A	83.85	11	0.91076	N/A
EHA05415_bin.357.fa	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Clostridium_AI;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Clostridium_AI;s__	ANI	classification based on placement in class-level tree	GCA_002297865.1, s__Clostridium_AI sp002297865, 95.0, 78.9, 0.176; GCF_900111595.1, s__Clostridium_AI polysaccharolyticum, 95.0, 78.61, 0.21; GCA_934438135.1, s__Clostridium_AI sp934438135, 95.0, 78.57, 0.197; GCF_900112775.1, s__Clostridium_AI populeti, 95.0, 77.59, 0.136	92.89	11	0.90254	N/A
EHA05415_bin.358.fa	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__;s__	taxonomic novelty determined using RED	classification based on placement in class-level tree	N/A	74.1	11	0.86724	Genome has more than 10.8% of markers with multiple hits
EHA05415_bin.359.fa	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__UBA932;g__Cryptobacteroides;s__	N/A	N/A	N/A	N/A	N/A	GCA_024398105.1	95.0	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__UBA932;g__Cryptobacteroides;s__Cryptobacteroides sp024398105	79.13	0.419	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__UBA932;g__Cryptobacteroides;s__	taxonomic classification defined by topology and ANI	classification based on placement in class-level tree	GCA_934693135.1, s__Cryptobacteroides sp934693135, 95.0, 77.74, 0.036; GCA_900769145.1, s__Cryptobacteroides sp900769145, 95.0, 77.58, 0.07; GCA_016295455.1, s__Cryptobacteroides sp016295455, 95.0, 77.46, 0.167; GCA_900167925.1, s__Cryptobacteroides sp900167925, 95.0, 77.34, 0.131; GCA_017618815.1, s__Cryptobacteroides sp017618815, 95.0, 77.3, 0.076; GCA_000434935.1, s__Cryptobacteroides sp000434935, 95.0, 77.24, 0.094; GCA_024689985.1, s__Cryptobacteroides sp024689985, 95.0, 77.21, 0.091; GCA_900314395.1, s__Cryptobacteroides sp900314395, 95.0, 77.2, 0.067; GCA_934700615.1, s__Cryptobacteroides sp934700615, 95.0, 77.09, 0.106; GCA_022777585.1, s__Cryptobacteroides sp022777585, 95.0, 77.07, 0.097; GCA_002439875.1, s__Cryptobacteroides sp002439875, 95.0, 77.03, 0.07; GCA_017476575.1, s__Cryptobacteroides sp017476575, 95.0, 77.01, 0.046; GCA_945868745.1, s__Cryptobacteroides sp945868745, 95.0, 76.94, 0.182; GCA_000435075.1, s__Cryptobacteroides sp000435075, 95.0, 76.94, 0.082; GCA_000431015.1, s__Cryptobacteroides sp000431015, 95.0, 76.92, 0.085; GCA_017443025.1, s__Cryptobacteroides sp017443025, 95.0, 76.91, 0.052; GCA_020026275.1, s__Cryptobacteroides sp020026275, 95.0, 76.91, 0.058; GCA_000433355.1, s__Cryptobacteroides sp000433355, 95.0, 76.9, 0.076; GCA_004552965.1, s__Cryptobacteroides sp004552965, 95.0, 76.86, 0.088; GCA_024398295.1, s__Cryptobacteroides sp024398295, 95.0, 76.86, 0.091; GCA_900546925.1, s__Cryptobacteroides sp900546925, 95.0, 76.84, 0.091; GCA_002314195.1, s__Cryptobacteroides sp002314195, 95.0, 76.84, 0.061; GCA_934691625.1, s__Cryptobacteroides sp934691625, 95.0, 76.83, 0.079; GCA_900319685.1, s__Cryptobacteroides sp900319685, 95.0, 76.78, 0.052; GCA_900316675.1, s__Cryptobacteroides sp900316675, 95.0, 76.78, 0.07; GCA_004552115.1, s__Cryptobacteroides sp004552115, 95.0, 76.77, 0.061; GCA_905235445.1, s__Cryptobacteroides sp905235445, 95.0, 76.76, 0.04; GCA_017958985.1, s__Cryptobacteroides sp017958985, 95.0, 76.76, 0.07; GCA_022766385.1, s__Cryptobacteroides sp018384035, 95.0, 76.76, 0.085; GCA_017627255.1, s__Cryptobacteroides sp017627255, 95.0, 76.74, 0.049; GCA_018066125.1, s__Cryptobacteroides sp018066125, 95.0, 76.72, 0.097; GCA_017479265.1, s__Cryptobacteroides sp017479265, 95.0, 76.71, 0.052; GCA_902803715.1, s__Cryptobacteroides sp902803715, 95.0, 76.71, 0.058; GCA_934695325.1, s__Cryptobacteroides sp934695325, 95.0, 76.67, 0.103; GCA_900544195.1, s__Cryptobacteroides sp900544195, 95.0, 76.65, 0.091; GCA_900320965.1, s__Cryptobacteroides sp900320965, 95.0, 76.63, 0.036; GCA_017483985.1, s__Cryptobacteroides sp017483985, 95.0, 76.61, 0.058; GCA_004552615.1, s__Cryptobacteroides sp004552615, 95.0, 76.6, 0.103; GCA_024398075.1, s__Cryptobacteroides sp024398075, 95.0, 76.57, 0.079; GCA_900767375.1, s__Cryptobacteroides sp900767375, 95.0, 76.57, 0.076; GCA_022653735.1, s__Cryptobacteroides sp022653735, 95.0, 76.57, 0.027; GCA_016287075.1, s__Cryptobacteroides sp016287075, 95.0, 76.56, 0.04; GCA_002437305.1, s__Cryptobacteroides sp002437305, 95.0, 76.54, 0.055; GCA_000432515.1, s__Cryptobacteroides sp000432515, 95.0, 76.53, 0.085; GCA_017459075.1, s__Cryptobacteroides sp017459075, 95.0, 76.53, 0.082; GCA_017469845.1, s__Cryptobacteroides sp017469845, 95.0, 76.53, 0.116; GCA_017552475.1, s__Cryptobacteroides sp017552475, 95.0, 76.49, 0.046; GCA_902796455.1, s__Cryptobacteroides sp902796455, 95.0, 76.47, 0.04; GCA_024402125.1, s__Cryptobacteroides sp024402125, 95.0, 76.46, 0.061; GCA_934725575.1, s__Cryptobacteroides sp934725575, 95.0, 76.4, 0.082; GCA_902774045.1, s__Cryptobacteroides sp902774045, 95.0, 76.39, 0.067; GCA_002439585.1, s__Cryptobacteroides sp002439585, 95.0, 76.37, 0.061; GCA_017627955.1, s__Cryptobacteroides sp017627955, 95.0, 76.36, 0.061; GCA_900320545.1, s__Cryptobacteroides sp900320545, 95.0, 76.33, 0.046; GCA_002297815.1, s__Cryptobacteroides sp002297815, 95.0, 76.32, 0.076; GCA_902801885.1, s__Cryptobacteroides sp902801885, 95.0, 76.28, 0.067; GCA_900319855.1, s__Cryptobacteroides sp900319855, 95.0, 76.27, 0.073; GCA_017427885.1, s__Cryptobacteroides sp017427885, 95.0, 76.26, 0.04; GCA_900316045.1, s__Cryptobacteroides sp900316045, 95.0, 76.25, 0.024; GCA_934667175.1, s__Cryptobacteroides sp934667175, 95.0, 76.25, 0.073; GCA_902779765.1, s__Cryptobacteroides sp902779765, 95.0, 76.23, 0.073; GCA_905235085.1, s__Cryptobacteroides sp905235085, 95.0, 76.22, 0.067; GCA_002438845.1, s__Cryptobacteroides sp002438845, 95.0, 76.22, 0.079; GCA_902795785.1, s__Cryptobacteroides sp902795785, 95.0, 76.2, 0.091; GCA_018066065.1, s__Cryptobacteroides sp018066065, 95.0, 76.2, 0.085; GCA_024398315.1, s__Cryptobacteroides sp024398315, 95.0, 76.19, 0.064; GCA_024693285.1, s__Cryptobacteroides sp024693285, 95.0, 76.18, 0.04; GCA_017962025.1, s__Cryptobacteroides sp017962025, 95.0, 76.17, 0.055; GCA_017544265.1, s__Cryptobacteroides sp017544265, 95.0, 76.15, 0.021; GCA_902799895.1, s__Cryptobacteroides sp902799895, 95.0, 76.1, 0.046; GCA_902801205.1, s__Cryptobacteroides sp902801205, 95.0, 76.08, 0.058; GCA_902779495.1, s__Cryptobacteroides sp902779495, 95.0, 75.99, 0.052; GCA_902785575.1, s__Cryptobacteroides sp902785575, 95.0, 75.98, 0.04; GCA_002308935.1, s__Cryptobacteroides sp002308935, 95.0, 75.97, 0.067; GCA_902796555.1, s__Cryptobacteroides sp902796555, 95.0, 75.97, 0.046; GCA_002472565.1, s__Cryptobacteroides sp002472565, 95.0, 75.95, 0.052; GCA_017553405.1, s__Cryptobacteroides sp017553405, 95.0, 75.94, 0.049; GCA_934678915.1, s__Cryptobacteroides sp934678915, 95.0, 75.91, 0.04; GCA_017438975.1, s__Cryptobacteroides sp017438975, 95.0, 75.9, 0.036; GCA_002321335.1, s__Cryptobacteroides sp002321335, 95.0, 75.9, 0.067; GCA_900318355.1, s__Cryptobacteroides sp900318355, 95.0, 75.89, 0.046; GCA_002320605.1, s__Cryptobacteroides sp002320605, 95.0, 75.89, 0.03; GCA_017548985.1, s__Cryptobacteroides sp017548985, 95.0, 75.89, 0.058; GCA_017445755.1, s__Cryptobacteroides sp017445755, 95.0, 75.82, 0.033; GCA_017437755.1, s__Cryptobacteroides sp017437755, 95.0, 75.81, 0.064; GCA_902785785.1, s__Cryptobacteroides sp900321245, 95.0, 75.78, 0.061; GCA_900317925.1, s__Cryptobacteroides sp900317925, 95.0, 75.75, 0.043; GCA_017471025.1, s__Cryptobacteroides sp017471025, 95.0, 75.73, 0.061; GCA_017469745.1, s__Cryptobacteroides sp017469745, 95.0, 75.71, 0.085; GCA_017471045.1, s__Cryptobacteroides sp017471045, 95.0, 75.7, 0.043; GCA_902789395.1, s__Cryptobacteroides sp902789395, 95.0, 75.67, 0.052; GCA_900318955.1, s__Cryptobacteroides sp900318955, 95.0, 75.66, 0.07; GCA_934725285.1, s__Cryptobacteroides sp934725285, 95.0, 75.64, 0.043; GCA_902766985.1, s__Cryptobacteroides sp902766985, 95.0, 75.58, 0.033; GCA_022648685.1, s__Cryptobacteroides sp022648685, 95.0, 75.5, 0.03; GCA_902795735.1, s__Cryptobacteroides sp902795735, 95.0, 75.49, 0.052; GCA_017400135.1, s__Cryptobacteroides sp017400135, 95.0, 75.41, 0.033; GCA_017557325.1, s__Cryptobacteroides sp017557325, 95.0, 75.4, 0.021; GCA_012522855.1, s__Cryptobacteroides sp012522855, 95.0, 75.24, 0.03	55.51	11	0.98584	N/A
EHA05415_bin.36.fa	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__CAG-272;g__QALR01;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__CAG-272;g__QALR01;s__	ANI	classification based on placement in class-level tree	GCA_017472285.1, s__QALR01 sp017472285, 95.0, 77.1, 0.052; GCA_944381075.1, s__QALR01 sp944381075, 95.0, 76.96, 0.098; GCA_015064845.1, s__QALR01 sp015064845, 95.0, 76.56, 0.052; GCA_017412045.1, s__QALR01 sp017412045, 95.0, 76.51, 0.08; GCA_934446365.1, s__QALR01 sp900553085, 95.0, 76.48, 0.167; GCA_003150035.1, s__QALR01 sp003150035, 95.0, 76.47, 0.086; GCA_900542425.1, s__QALR01 sp900542425, 95.0, 76.42, 0.063; GCA_017399025.1, s__QALR01 sp017399025, 95.0, 76.34, 0.052; GCA_900552255.1, s__QALR01 sp900552255, 95.0, 76.07, 0.155; GCA_017937845.1, s__QALR01 sp017937845, 95.0, 75.87, 0.149; GCA_017456965.1, s__QALR01 sp017456965, 95.0, 75.47, 0.132	31.04	11	0.93479	N/A
