reference,querry,ani,alignment_coverage,primary_cluster
EHA05415_bin.194.fa.gz,EHA05415_bin.194.fa.gz,1.0,0.9962894248608535,942
nhnw_bin.83.fa.gz,EHA05415_bin.194.fa.gz,0.94037,0.8217821782178217,942
EHA05391_bin.232.fa.gz,nhnw_bin.83.fa.gz,0.983433,0.8259860788863109,942
EHA05415_bin.194.fa.gz,nhnw_bin.83.fa.gz,0.939109,0.7625231910946196,942
nhnw_bin.83.fa.gz,nhnw_bin.83.fa.gz,1.0,0.9782178217821782,942
EHA05391_bin.233.fa.gz,EHA05391_bin.233.fa.gz,1.0,0.9875311720698254,991
EHA05391_bin.234.fa.gz,EHA05391_bin.234.fa.gz,1.0,0.9957805907172996,439
EHA05391_bin.235.fa.gz,EHA05391_bin.235.fa.gz,1.0,1.0,428
nhnw_bin.457.fa.gz,EHA05391_bin.235.fa.gz,0.975526,0.32342007434944237,428
EHA05391_bin.235.fa.gz,nhnw_bin.457.fa.gz,0.982963,0.967032967032967,428
nhnw_bin.457.fa.gz,nhnw_bin.457.fa.gz,1.0,0.9944237918215614,428
EHA05391_bin.236.fa.gz,EHA05391_bin.236.fa.gz,1.0,0.9872881355932204,1001
EHA05391_bin.237.fa.gz,EHA05391_bin.237.fa.gz,1.0,0.9833333333333333,1029
nhnw_bin.404.fa.gz,EHA05391_bin.237.fa.gz,0.956588,0.24110218140068887,1029
EHA05391_bin.237.fa.gz,nhnw_bin.404.fa.gz,0.9682810000000001,0.8666666666666667,1029
nhnw_bin.404.fa.gz,nhnw_bin.404.fa.gz,1.0,0.9896670493685419,1029
EHA05391_bin.239.fa.gz,EHA05391_bin.239.fa.gz,1.0,0.99140708915145,429
EHA05391_bin.23.fa.gz,EHA05391_bin.23.fa.gz,1.0,0.9867060561299852,758
EHA05415_bin.127.fa.gz,EHA05391_bin.23.fa.gz,0.9963979999999999,0.7629987908101572,758
EHA05391_bin.23.fa.gz,EHA05415_bin.127.fa.gz,0.997595,0.9497784342688331,758
EHA05415_bin.127.fa.gz,EHA05415_bin.127.fa.gz,1.0,0.9903264812575574,758
EHA05391_bin.240.fa.gz,EHA05391_bin.240.fa.gz,1.0,0.9977578475336323,1011
EHA05391_bin.241.fa.gz,EHA05391_bin.241.fa.gz,1.0,0.9819494584837545,209
EHA05391_bin.242.fa.gz,EHA05391_bin.241.fa.gz,0.86571,0.648854961832061,209
EHA05415_bin.340.fa.gz,EHA05391_bin.241.fa.gz,0.8872410000000001,0.5669700910273082,209
nhnw_bin.568.fa.gz,EHA05391_bin.241.fa.gz,0.8832559999999999,0.5857687420584498,209
EHA05391_bin.241.fa.gz,EHA05391_bin.242.fa.gz,0.8675109999999999,0.6101083032490975,209
EHA05391_bin.242.fa.gz,EHA05391_bin.242.fa.gz,1.0,0.9790076335877863,209
EHA05415_bin.340.fa.gz,EHA05391_bin.242.fa.gz,0.983785,0.5968790637191157,209
nhnw_bin.568.fa.gz,EHA05391_bin.242.fa.gz,0.9552679999999999,0.5781448538754765,209
EHA05391_bin.241.fa.gz,EHA05415_bin.340.fa.gz,0.885795,0.7815884476534296,209
EHA05391_bin.242.fa.gz,EHA05415_bin.340.fa.gz,0.987397,0.8797709923664122,209
EHA05415_bin.340.fa.gz,EHA05415_bin.340.fa.gz,1.0,0.9947984395318595,209
nhnw_bin.568.fa.gz,EHA05415_bin.340.fa.gz,0.957679,0.8310038119440915,209
EHA05391_bin.241.fa.gz,nhnw_bin.568.fa.gz,0.883293,0.8231046931407943,209
EHA05391_bin.242.fa.gz,nhnw_bin.568.fa.gz,0.9584619999999999,0.8912213740458015,209
EHA05415_bin.340.fa.gz,nhnw_bin.568.fa.gz,0.958853,0.8426527958387516,209
nhnw_bin.568.fa.gz,nhnw_bin.568.fa.gz,1.0,0.9987293519695044,209
EHA05391_bin.243.fa.gz,EHA05391_bin.243.fa.gz,1.0,0.9809523809523809,725
EHA05391_bin.244.fa.gz,EHA05391_bin.244.fa.gz,0.999999,0.9767441860465116,966
EHA05415_bin.398.fa.gz,EHA05391_bin.244.fa.gz,0.909901,0.635593220338983,966
EHA05391_bin.244.fa.gz,EHA05415_bin.398.fa.gz,0.901627,0.23546511627906977,966
EHA05415_bin.398.fa.gz,EHA05415_bin.398.fa.gz,1.0,0.9745762711864406,966
EHA05391_bin.245.fa.gz,EHA05391_bin.245.fa.gz,1.0,0.9734513274336283,958
EHA05391_bin.247.fa.gz,EHA05391_bin.247.fa.gz,1.0,0.9869706840390879,996
nhnw_bin.447.fa.gz,EHA05391_bin.247.fa.gz,0.918975,0.7218844984802432,996
EHA05391_bin.247.fa.gz,nhnw_bin.447.fa.gz,0.919226,0.7736156351791531,996
nhnw_bin.447.fa.gz,nhnw_bin.447.fa.gz,1.0,0.9969604863221885,996
EHA05391_bin.248.fa.gz,EHA05391_bin.248.fa.gz,1.0,0.9959266802443992,1045
EHA05391_bin.249.fa.gz,EHA05391_bin.249.fa.gz,1.0,0.9935064935064936,1076
nhnw_bin.601.fa.gz,EHA05391_bin.249.fa.gz,0.952075,0.5044642857142857,1076
EHA05391_bin.249.fa.gz,nhnw_bin.601.fa.gz,0.9583410000000001,0.711038961038961,1076
nhnw_bin.601.fa.gz,nhnw_bin.601.fa.gz,1.0,0.984375,1076
EHA05391_bin.250.fa.gz,EHA05391_bin.250.fa.gz,1.0,0.9854227405247813,521
EHA05391_bin.252.fa.gz,EHA05391_bin.252.fa.gz,1.0,0.9791666666666666,1039
EHA05415_bin.415.fa.gz,EHA05391_bin.252.fa.gz,0.9772320000000001,0.7215189873417721,1039
nhnw_bin.315.fa.gz,EHA05391_bin.252.fa.gz,0.9780530000000001,0.622286541244573,1039
EHA05391_bin.252.fa.gz,EHA05415_bin.415.fa.gz,0.976274,0.73125,1039
EHA05415_bin.415.fa.gz,EHA05415_bin.415.fa.gz,1.0,0.9831223628691983,1039
nhnw_bin.315.fa.gz,EHA05415_bin.415.fa.gz,0.973387,0.5759768451519537,1039
EHA05391_bin.252.fa.gz,nhnw_bin.315.fa.gz,0.97976,0.9229166666666667,1039
EHA05415_bin.415.fa.gz,nhnw_bin.315.fa.gz,0.975424,0.8459915611814346,1039
nhnw_bin.315.fa.gz,nhnw_bin.315.fa.gz,1.0,0.9826338639652678,1039
EHA05391_bin.253.fa.gz,EHA05391_bin.253.fa.gz,1.0,0.9864603481624759,1041
EHA05391_bin.254.fa.gz,EHA05391_bin.254.fa.gz,1.0,0.9880478087649402,777
EHA05391_bin.255.fa.gz,EHA05391_bin.255.fa.gz,1.0,0.9963898916967509,1123
EHA05391_bin.256.fa.gz,EHA05391_bin.256.fa.gz,1.0,0.987152034261242,913
EHA05391_bin.257.fa.gz,EHA05391_bin.257.fa.gz,1.0,0.9883720930232558,564
nhnw_bin.510.fa.gz,EHA05391_bin.257.fa.gz,0.9973040000000001,0.8122866894197952,564
EHA05391_bin.257.fa.gz,nhnw_bin.510.fa.gz,0.99826,0.8837209302325582,564
nhnw_bin.510.fa.gz,nhnw_bin.510.fa.gz,1.0,0.9897610921501706,564
EHA05391_bin.258.fa.gz,EHA05391_bin.258.fa.gz,1.0,1.0,468
EHA05391_bin.259.fa.gz,EHA05391_bin.259.fa.gz,1.0,0.9943342776203966,350
EHA05391_bin.25.fa.gz,EHA05391_bin.25.fa.gz,1.0,0.9951980792316927,368
EHA05391_bin.260.fa.gz,EHA05391_bin.260.fa.gz,1.0,0.9948347107438017,145
EHA05391_bin.261.fa.gz,EHA05391_bin.261.fa.gz,1.0,0.9918256130790191,238
EHA05391_bin.262.fa.gz,EHA05391_bin.262.fa.gz,1.0,0.9858156028368794,152
EHA05391_bin.263.fa.gz,EHA05391_bin.263.fa.gz,1.0,0.9930843706777317,1155
nhnw_bin.229.fa.gz,EHA05391_bin.263.fa.gz,0.91869,0.8107714701601164,1155
EHA05391_bin.263.fa.gz,nhnw_bin.229.fa.gz,0.918026,0.7745504840940526,1155
nhnw_bin.229.fa.gz,nhnw_bin.229.fa.gz,1.0,0.992721979621543,1155
EHA05391_bin.265.fa.gz,EHA05391_bin.265.fa.gz,1.0,0.9824304538799414,34
nhnw_bin.581.fa.gz,EHA05391_bin.265.fa.gz,0.927973,0.7262996941896025,34
EHA05391_bin.265.fa.gz,nhnw_bin.581.fa.gz,0.9257799999999999,0.7159590043923866,34
nhnw_bin.581.fa.gz,nhnw_bin.581.fa.gz,1.0,0.9954128440366973,34
EHA05391_bin.266.fa.gz,EHA05391_bin.266.fa.gz,1.0,0.9854689564068693,1238
EHA05391_bin.267.fa.gz,EHA05391_bin.267.fa.gz,1.0,0.9816232771822359,31
EHA05391_bin.268.fa.gz,EHA05391_bin.268.fa.gz,1.0,0.9801980198019802,1061
EHA05391_bin.269.fa.gz,EHA05391_bin.269.fa.gz,1.0,0.9813664596273292,832
nhnw_bin.193.fa.gz,EHA05391_bin.269.fa.gz,0.9211879999999999,0.6244665718349929,832
EHA05391_bin.269.fa.gz,nhnw_bin.193.fa.gz,0.9262649999999999,0.9213250517598344,832
nhnw_bin.193.fa.gz,nhnw_bin.193.fa.gz,1.0,0.9914651493598862,832
EHA05391_bin.26.fa.gz,EHA05391_bin.26.fa.gz,1.0,0.996542783059637,629
EHA05391_bin.270.fa.gz,EHA05391_bin.270.fa.gz,1.0,0.9956709956709957,903
EHA05415_bin.125.fa.gz,EHA05391_bin.270.fa.gz,0.905868,0.858603066439523,903
nhnw_bin.356.fa.gz,EHA05391_bin.270.fa.gz,0.965399,0.8421875,903
EHA05391_bin.270.fa.gz,EHA05415_bin.125.fa.gz,0.906833,0.7229437229437229,903
EHA05415_bin.125.fa.gz,EHA05415_bin.125.fa.gz,1.0,0.9914821124361158,903
nhnw_bin.356.fa.gz,EHA05415_bin.125.fa.gz,0.902076,0.6890625,903
EHA05391_bin.270.fa.gz,nhnw_bin.356.fa.gz,0.965714,0.7864357864357865,903
EHA05415_bin.125.fa.gz,nhnw_bin.356.fa.gz,0.903763,0.7393526405451448,903
nhnw_bin.356.fa.gz,nhnw_bin.356.fa.gz,1.0,0.996875,903
EHA05391_bin.271.fa.gz,EHA05391_bin.271.fa.gz,1.0,0.9958762886597938,400
nhnw_bin.259.fa.gz,EHA05391_bin.271.fa.gz,0.937503,0.9181818181818182,400
EHA05391_bin.271.fa.gz,nhnw_bin.259.fa.gz,0.9377989999999999,0.8288659793814434,400
nhnw_bin.259.fa.gz,nhnw_bin.259.fa.gz,1.0,1.0,400
EHA05391_bin.272.fa.gz,EHA05391_bin.272.fa.gz,1.0,0.9777777777777777,930
EHA05391_bin.273.fa.gz,EHA05391_bin.273.fa.gz,1.0,1.0,1086
EHA05391_bin.274.fa.gz,EHA05391_bin.274.fa.gz,1.0,0.9818181818181818,451
EHA05391_bin.275.fa.gz,EHA05391_bin.275.fa.gz,1.0,0.9822485207100592,514
EHA05415_bin.106.fa.gz,EHA05391_bin.275.fa.gz,0.917694,0.6384039900249376,514
nhnw_bin.245.fa.gz,EHA05391_bin.275.fa.gz,0.9621970000000001,0.6930379746835443,514
EHA05391_bin.275.fa.gz,EHA05415_bin.106.fa.gz,0.916949,0.7988165680473372,514
EHA05415_bin.106.fa.gz,EHA05415_bin.106.fa.gz,1.0,0.9825436408977556,514
nhnw_bin.245.fa.gz,EHA05415_bin.106.fa.gz,0.915197,0.7943037974683544,514
EHA05391_bin.275.fa.gz,nhnw_bin.245.fa.gz,0.96038,0.6538461538461539,514
EHA05415_bin.106.fa.gz,nhnw_bin.245.fa.gz,0.915835,0.6159600997506235,514
nhnw_bin.245.fa.gz,nhnw_bin.245.fa.gz,1.0,0.9746835443037974,514
EHA05391_bin.276.fa.gz,EHA05391_bin.276.fa.gz,0.999999,0.9659574468085106,453
EHA05391_bin.277.fa.gz,EHA05391_bin.277.fa.gz,1.0,0.9897959183673469,569
EHA05391_bin.278.fa.gz,EHA05391_bin.278.fa.gz,1.0,0.9893617021276596,523
EHA05391_bin.279.fa.gz,EHA05391_bin.279.fa.gz,1.0,0.9959568733153639,902
nhnw_bin.525.fa.gz,EHA05391_bin.279.fa.gz,0.933334,0.7007978723404256,902
EHA05391_bin.279.fa.gz,nhnw_bin.525.fa.gz,0.933754,0.7088948787061995,902
nhnw_bin.525.fa.gz,nhnw_bin.525.fa.gz,1.0,0.9933510638297872,902
EHA05391_bin.27.fa.gz,EHA05391_bin.27.fa.gz,1.0,0.9924924924924925,639
EHA05415_bin.111.fa.gz,EHA05391_bin.27.fa.gz,0.947071,0.9071207430340558,639
nhnw_bin.385.fa.gz,EHA05391_bin.27.fa.gz,0.9527889999999999,0.9039370078740158,639
EHA05391_bin.27.fa.gz,EHA05415_bin.111.fa.gz,0.9475960000000001,0.8933933933933934,639
EHA05415_bin.111.fa.gz,EHA05415_bin.111.fa.gz,1.0,0.9984520123839009,639
nhnw_bin.385.fa.gz,EHA05415_bin.111.fa.gz,0.954144,0.8960629921259843,639
EHA05391_bin.27.fa.gz,nhnw_bin.385.fa.gz,0.952518,0.8693693693693694,639
EHA05415_bin.111.fa.gz,nhnw_bin.385.fa.gz,0.953483,0.871517027863777,639
nhnw_bin.385.fa.gz,nhnw_bin.385.fa.gz,1.0,1.0,639
EHA05391_bin.280.fa.gz,EHA05391_bin.280.fa.gz,1.0,0.9872262773722628,1172
EHA05391_bin.281.fa.gz,EHA05391_bin.281.fa.gz,1.0,0.9925233644859813,864
EHA05415_bin.452.fa.gz,EHA05391_bin.281.fa.gz,0.951133,0.8568807339449541,864
EHA05391_bin.281.fa.gz,EHA05415_bin.452.fa.gz,0.949827,0.891588785046729,864
EHA05415_bin.452.fa.gz,EHA05415_bin.452.fa.gz,1.0,0.9963302752293578,864
EHA05391_bin.282.fa.gz,EHA05391_bin.282.fa.gz,1.0,0.9975155279503105,1220
nhnw_bin.553.fa.gz,EHA05391_bin.282.fa.gz,0.918382,0.8526570048309179,1220
EHA05391_bin.282.fa.gz,nhnw_bin.553.fa.gz,0.918951,0.8881987577639752,1220
nhnw_bin.553.fa.gz,nhnw_bin.553.fa.gz,1.0,0.9951690821256038,1220
EHA05391_bin.283.fa.gz,EHA05391_bin.283.fa.gz,1.0,0.9684466019417476,1224
EHA05391_bin.284.fa.gz,EHA05391_bin.284.fa.gz,1.0,0.9974293059125964,994
nhnw_bin.93.fa.gz,EHA05391_bin.284.fa.gz,0.908101,0.9080068143100511,994
EHA05391_bin.284.fa.gz,nhnw_bin.93.fa.gz,0.908175,0.6940874035989717,994
nhnw_bin.93.fa.gz,nhnw_bin.93.fa.gz,1.0,0.989778534923339,994
EHA05391_bin.285.fa.gz,EHA05391_bin.285.fa.gz,1.0,0.9899396378269618,998
nhnw_bin.142.fa.gz,EHA05391_bin.285.fa.gz,0.9534220000000001,0.5884016973125884,998
EHA05391_bin.285.fa.gz,nhnw_bin.142.fa.gz,0.955102,0.8350100603621731,998
nhnw_bin.142.fa.gz,nhnw_bin.142.fa.gz,1.0,0.9915134370579916,998
EHA05391_bin.286.fa.gz,EHA05391_bin.286.fa.gz,1.0,0.9935587761674718,993
nhnw_bin.233.fa.gz,EHA05391_bin.286.fa.gz,0.9543170000000001,0.7805232558139535,993
EHA05391_bin.286.fa.gz,nhnw_bin.233.fa.gz,0.955174,0.856682769726248,993
nhnw_bin.233.fa.gz,nhnw_bin.233.fa.gz,1.0,0.9956395348837209,993
EHA05391_bin.287.fa.gz,EHA05391_bin.287.fa.gz,1.0,0.9906542056074766,883
nhnw_bin.117.fa.gz,EHA05391_bin.287.fa.gz,0.8750180000000001,0.8250883392226148,883
EHA05391_bin.287.fa.gz,nhnw_bin.117.fa.gz,0.8757590000000001,0.8560747663551402,883
nhnw_bin.117.fa.gz,nhnw_bin.117.fa.gz,1.0,0.9964664310954063,883
EHA05391_bin.288.fa.gz,EHA05391_bin.288.fa.gz,0.999999,0.9812206572769953,687
EHA05391_bin.289.fa.gz,EHA05391_bin.289.fa.gz,0.999999,0.9848484848484849,693
EHA05415_bin.148.fa.gz,EHA05391_bin.289.fa.gz,0.931434,0.4800796812749004,693
EHA05391_bin.289.fa.gz,EHA05415_bin.148.fa.gz,0.9375950000000001,0.9393939393939394,693
EHA05415_bin.148.fa.gz,EHA05415_bin.148.fa.gz,1.0,0.9900398406374502,693
EHA05391_bin.28.fa.gz,EHA05391_bin.28.fa.gz,1.0,0.9859154929577465,627
nhnw_bin.45.fa.gz,EHA05391_bin.28.fa.gz,0.892759,0.535006605019815,627
EHA05391_bin.28.fa.gz,nhnw_bin.45.fa.gz,0.8948959999999999,0.8329979879275654,627
nhnw_bin.45.fa.gz,nhnw_bin.45.fa.gz,1.0,0.9775429326287979,627
EHA05391_bin.291.fa.gz,EHA05391_bin.291.fa.gz,1.0,1.0,957
EHA05391_bin.292.fa.gz,EHA05391_bin.292.fa.gz,1.0,0.9917081260364843,833
EHA05391_bin.293.fa.gz,EHA05391_bin.293.fa.gz,1.0,0.9886524822695035,1240
EHA05391_bin.294.fa.gz,EHA05391_bin.294.fa.gz,1.0,0.9909365558912386,487
nhnw_bin.373.fa.gz,EHA05391_bin.294.fa.gz,0.894554,0.8110749185667753,487
EHA05391_bin.294.fa.gz,nhnw_bin.373.fa.gz,0.894987,0.7462235649546828,487
nhnw_bin.373.fa.gz,nhnw_bin.373.fa.gz,1.0,0.99185667752443,487
EHA05391_bin.295.fa.gz,EHA05391_bin.295.fa.gz,1.0,0.9847161572052402,1003
EHA05391_bin.296.fa.gz,EHA05391_bin.296.fa.gz,1.0,0.9899713467048711,804
EHA05391_bin.297.fa.gz,EHA05391_bin.297.fa.gz,1.0,0.9894736842105263,642
EHA05391_bin.298.fa.gz,EHA05391_bin.298.fa.gz,1.0,0.9933444259567388,1007
EHA05391_bin.299.fa.gz,EHA05391_bin.299.fa.gz,1.0,0.9858407079646018,764
EHA05415_bin.324.fa.gz,EHA05391_bin.299.fa.gz,0.9068229999999999,0.7685512367491166,764
EHA05391_bin.299.fa.gz,EHA05415_bin.324.fa.gz,0.9047700000000001,0.7823008849557522,764
EHA05415_bin.324.fa.gz,EHA05415_bin.324.fa.gz,1.0,0.9876325088339223,764
EHA05391_bin.29.fa.gz,EHA05391_bin.29.fa.gz,1.0,0.9916782246879334,8
nhnw_bin.186.fa.gz,EHA05391_bin.29.fa.gz,0.910541,0.8965034965034965,8
EHA05391_bin.29.fa.gz,nhnw_bin.186.fa.gz,0.910552,0.8793342579750347,8
nhnw_bin.186.fa.gz,nhnw_bin.186.fa.gz,1.0,0.972027972027972,8
EHA05391_bin.2.fa.gz,EHA05391_bin.2.fa.gz,1.0,0.9818181818181818,855
nhnw_bin.361.fa.gz,EHA05391_bin.2.fa.gz,0.96485,0.05747126436781609,855
EHA05391_bin.2.fa.gz,nhnw_bin.361.fa.gz,0.958345,0.16363636363636364,855
nhnw_bin.361.fa.gz,nhnw_bin.361.fa.gz,1.0,0.9908045977011494,855
EHA05391_bin.300.fa.gz,EHA05391_bin.300.fa.gz,1.0,0.977491961414791,732
EHA05391_bin.301.fa.gz,EHA05391_bin.301.fa.gz,1.0,0.996141975308642,148
EHA05391_bin.302.fa.gz,EHA05391_bin.302.fa.gz,1.0,0.9898550724637681,644
nhnw_bin.291.fa.gz,EHA05391_bin.302.fa.gz,0.900381,0.8118195956454122,644
EHA05391_bin.302.fa.gz,nhnw_bin.291.fa.gz,0.900374,0.7478260869565218,644
nhnw_bin.291.fa.gz,nhnw_bin.291.fa.gz,1.0,0.973561430793157,644
EHA05391_bin.303.fa.gz,EHA05391_bin.303.fa.gz,1.0,0.9884169884169884,988
EHA05391_bin.304.fa.gz,EHA05391_bin.304.fa.gz,1.0,0.9829721362229102,1189
EHA05391_bin.305.fa.gz,EHA05391_bin.305.fa.gz,1.0,0.9844020797227037,610
EHA05391_bin.306.fa.gz,EHA05391_bin.306.fa.gz,1.0,0.9963436928702011,1143
EHA05391_bin.307.fa.gz,EHA05391_bin.307.fa.gz,1.0,0.9771241830065359,809
nhnw_bin.435.fa.gz,EHA05391_bin.307.fa.gz,0.95516,0.5904255319148937,809
EHA05391_bin.307.fa.gz,nhnw_bin.435.fa.gz,0.9624079999999999,0.7189542483660131,809
nhnw_bin.435.fa.gz,nhnw_bin.435.fa.gz,1.0,0.9840425531914894,809
EHA05391_bin.308.fa.gz,EHA05391_bin.308.fa.gz,1.0,0.9859375,879
EHA05415_bin.220.fa.gz,EHA05391_bin.308.fa.gz,0.922559,0.8114630467571644,879
nhnw_bin.470.fa.gz,EHA05391_bin.308.fa.gz,0.9695579999999999,0.8146611341632088,879
EHA05391_bin.308.fa.gz,EHA05415_bin.220.fa.gz,0.923694,0.8234375,879
EHA05415_bin.220.fa.gz,EHA05415_bin.220.fa.gz,1.0,0.9969834087481146,879
nhnw_bin.470.fa.gz,EHA05415_bin.220.fa.gz,0.9230280000000001,0.8243430152143845,879
EHA05391_bin.308.fa.gz,nhnw_bin.470.fa.gz,0.969936,0.940625,879
EHA05415_bin.220.fa.gz,nhnw_bin.470.fa.gz,0.9227979999999999,0.9004524886877828,879
nhnw_bin.470.fa.gz,nhnw_bin.470.fa.gz,1.0,0.9930843706777317,879
EHA05391_bin.309.fa.gz,EHA05391_bin.309.fa.gz,1.0,0.979539641943734,1006
EHA05391_bin.30.fa.gz,EHA05391_bin.30.fa.gz,1.0,1.0,285
EHA05391_bin.310.fa.gz,EHA05391_bin.310.fa.gz,1.0,0.9838709677419355,730
nhnw_bin.288.fa.gz,EHA05391_bin.310.fa.gz,0.982815,0.6241787122207622,730
EHA05391_bin.310.fa.gz,nhnw_bin.288.fa.gz,0.984294,0.8673835125448028,730
nhnw_bin.288.fa.gz,nhnw_bin.288.fa.gz,1.0,0.9894875164257556,730
EHA05391_bin.311.fa.gz,EHA05391_bin.311.fa.gz,1.0,0.9852941176470589,954
EHA05391_bin.313.fa.gz,EHA05391_bin.313.fa.gz,1.0,0.9867330016583747,506
EHA05391_bin.314.fa.gz,EHA05391_bin.314.fa.gz,1.0,0.9782135076252724,496
EHA05391_bin.316.fa.gz,EHA05391_bin.316.fa.gz,1.0,0.990632318501171,9
EHA05391_bin.317.fa.gz,EHA05391_bin.317.fa.gz,0.999999,0.9933035714285714,784
EHA05391_bin.318.fa.gz,EHA05391_bin.318.fa.gz,1.0,1.0,333
nhnw_bin.369.fa.gz,EHA05391_bin.318.fa.gz,0.917164,0.940854326396495,333
EHA05391_bin.318.fa.gz,nhnw_bin.369.fa.gz,0.9169499999999999,0.9264392324093816,333
nhnw_bin.369.fa.gz,nhnw_bin.369.fa.gz,1.0,0.9934282584884995,333
EHA05391_bin.319.fa.gz,EHA05391_bin.319.fa.gz,1.0,0.9834437086092715,769
EHA05391_bin.320.fa.gz,EHA05391_bin.320.fa.gz,1.0,0.9908333333333333,116
EHA05391_bin.322.fa.gz,EHA05391_bin.322.fa.gz,1.0,0.9914285714285714,818
EHA05391_bin.323.fa.gz,EHA05391_bin.323.fa.gz,1.0,0.9813242784380306,1275
EHA05391_bin.326.fa.gz,EHA05391_bin.326.fa.gz,0.999999,0.9828850855745721,444
nhnw_bin.304.fa.gz,EHA05391_bin.326.fa.gz,0.9546429999999999,0.780564263322884,444
EHA05391_bin.326.fa.gz,nhnw_bin.304.fa.gz,0.952324,0.6185819070904646,444
nhnw_bin.304.fa.gz,nhnw_bin.304.fa.gz,1.0,0.9843260188087775,444
EHA05391_bin.327.fa.gz,EHA05391_bin.327.fa.gz,1.0,0.987987987987988,572
EHA05391_bin.328.fa.gz,EHA05391_bin.328.fa.gz,1.0,0.9787878787878788,555
EHA05391_bin.329.fa.gz,EHA05391_bin.329.fa.gz,1.0,0.9938650306748467,178
nhnw_bin.337.fa.gz,EHA05391_bin.329.fa.gz,0.918252,0.8043775649794802,178
EHA05391_bin.329.fa.gz,nhnw_bin.337.fa.gz,0.918135,0.9233128834355828,178
nhnw_bin.337.fa.gz,nhnw_bin.337.fa.gz,1.0,0.9986320109439124,178
EHA05391_bin.32.fa.gz,EHA05391_bin.32.fa.gz,1.0,0.9868995633187773,889
EHA05415_bin.231.fa.gz,EHA05391_bin.32.fa.gz,0.891179,0.29642248722316866,889
nhnw_bin.351.fa.gz,EHA05391_bin.32.fa.gz,0.944623,0.30158730158730157,889
EHA05391_bin.32.fa.gz,EHA05415_bin.231.fa.gz,0.892629,0.7903930131004366,889
EHA05415_bin.231.fa.gz,EHA05415_bin.231.fa.gz,1.0,0.9812606473594548,889
nhnw_bin.351.fa.gz,EHA05415_bin.231.fa.gz,0.892737,0.6522366522366523,889
EHA05391_bin.32.fa.gz,nhnw_bin.351.fa.gz,0.9538559999999999,0.9344978165938864,889
EHA05415_bin.231.fa.gz,nhnw_bin.351.fa.gz,0.8932030000000001,0.7649063032367973,889
nhnw_bin.351.fa.gz,nhnw_bin.351.fa.gz,1.0,0.9812409812409812,889
EHA05391_bin.330.fa.gz,EHA05391_bin.330.fa.gz,1.0,0.9803370786516854,849
EHA05391_bin.331.fa.gz,EHA05391_bin.331.fa.gz,1.0,0.994413407821229,18
EHA05391_bin.332.fa.gz,EHA05391_bin.332.fa.gz,1.0,0.994413407821229,775
nhnw_bin.370.fa.gz,EHA05391_bin.332.fa.gz,0.943796,0.883629191321499,775
EHA05391_bin.332.fa.gz,nhnw_bin.370.fa.gz,0.94234,0.8305400372439479,775
nhnw_bin.370.fa.gz,nhnw_bin.370.fa.gz,1.0,0.9940828402366864,775
EHA05391_bin.333.fa.gz,EHA05391_bin.333.fa.gz,1.0,0.9983633387888707,1093
nhnw_bin.208.fa.gz,EHA05391_bin.333.fa.gz,0.9737990000000001,0.9058441558441559,1093
EHA05391_bin.333.fa.gz,nhnw_bin.208.fa.gz,0.9738849999999999,0.9165302782324058,1093
nhnw_bin.208.fa.gz,nhnw_bin.208.fa.gz,1.0,0.9967532467532467,1093
EHA05391_bin.335.fa.gz,EHA05391_bin.335.fa.gz,1.0,0.9947229551451188,751
EHA05391_bin.336.fa.gz,EHA05391_bin.336.fa.gz,1.0,0.9925705794947994,1161
nhnw_bin.368.fa.gz,EHA05391_bin.336.fa.gz,0.896338,0.7386196769456681,1161
EHA05391_bin.336.fa.gz,nhnw_bin.368.fa.gz,0.896036,0.7518573551263001,1161
nhnw_bin.368.fa.gz,nhnw_bin.368.fa.gz,1.0,0.9853157121879589,1161
EHA05391_bin.337.fa.gz,EHA05391_bin.337.fa.gz,1.0,0.9921465968586387,511
EHA05391_bin.338.fa.gz,EHA05391_bin.338.fa.gz,1.0,0.9980842911877394,1148
EHA05391_bin.339.fa.gz,EHA05391_bin.339.fa.gz,1.0,0.9958932238193019,401
nhnw_bin.196.fa.gz,EHA05391_bin.339.fa.gz,0.897732,0.9003021148036254,401
EHA05391_bin.339.fa.gz,nhnw_bin.196.fa.gz,0.893275,0.6078028747433265,401
nhnw_bin.196.fa.gz,nhnw_bin.196.fa.gz,1.0,0.9848942598187311,401
EHA05391_bin.33.fa.gz,EHA05391_bin.33.fa.gz,1.0,0.9939393939393939,167
nhnw_bin.79.fa.gz,EHA05391_bin.33.fa.gz,0.9856200000000002,0.8658064516129033,167
EHA05391_bin.33.fa.gz,nhnw_bin.79.fa.gz,0.985591,0.8218181818181818,167
nhnw_bin.79.fa.gz,nhnw_bin.79.fa.gz,1.0,0.9935483870967742,167
EHA05391_bin.340.fa.gz,EHA05391_bin.340.fa.gz,1.0,0.997907949790795,1111
nhnw_bin.123.fa.gz,EHA05391_bin.340.fa.gz,0.962094,0.8662420382165605,1111
EHA05391_bin.340.fa.gz,nhnw_bin.123.fa.gz,0.962834,0.8514644351464435,1111
nhnw_bin.123.fa.gz,nhnw_bin.123.fa.gz,1.0,0.9936305732484076,1111
EHA05391_bin.341.fa.gz,EHA05391_bin.341.fa.gz,1.0,0.993421052631579,916
