genome,score,completeness,contamination,strain_heterogeneity,size,N50,cluster,taxonomy,tax_confidence,cluster_members,closest_cluster_member,furthest_cluster_member,completeness_metric,contamination_metric
nhnw_bin.238.fa.gz,61.85627067190232,NA,NA,NA,NA,NA,196_0,NA,NA,1,NA,NA,NA,NA
nhnw_bin.559.fa.gz,84.05591262452043,NA,NA,NA,NA,NA,197_0,NA,NA,1,NA,NA,NA,NA
EHA05415_bin.300.fa.gz,87.64481051612896,NA,NA,NA,NA,NA,198_0,NA,NA,1,NA,NA,NA,NA
nhnw_bin.478.fa.gz,83.61961770109936,NA,NA,NA,NA,NA,199_0,NA,NA,1,NA,NA,NA,NA
nhnw_bin.507.fa.gz,85.18120247042805,NA,NA,NA,NA,NA,200_0,NA,NA,1,NA,NA,NA,NA
EHA05391_bin.12.fa.gz,89.86239219225199,NA,NA,NA,NA,NA,201_1,NA,NA,1,NA,NA,NA,NA
nhnw_bin.573.fa.gz,96.22107186035565,NA,NA,NA,NA,NA,201_2,NA,NA,1,NA,NA,NA,NA
EHA05391_bin.204.fa.gz,98.39260101433115,NA,NA,NA,NA,NA,202_0,NA,NA,1,NA,NA,NA,NA
nhnw_bin.137.fa.gz,92.47300294625406,NA,NA,NA,NA,NA,203_0,NA,NA,1,NA,NA,NA,NA
nhnw_bin.305.fa.gz,85.67156414656257,NA,NA,NA,NA,NA,204_0,NA,NA,1,NA,NA,NA,NA
nhnw_bin.8.fa.gz,82.96885150486318,NA,NA,NA,NA,NA,205_0,NA,NA,1,NA,NA,NA,NA
EHA05391_bin.107.fa.gz,74.64184336586825,NA,NA,NA,NA,NA,206_1,NA,NA,1,NA,NA,NA,NA
nhnw_bin.330.fa.gz,99.85384675119431,NA,NA,NA,NA,NA,206_2,NA,NA,1,NA,NA,NA,NA
EHA05391_bin.531.fa.gz,78.57553230351327,NA,NA,NA,NA,NA,207_0,NA,NA,1,NA,NA,NA,NA
nhnw_bin.132.fa.gz,83.40209712590794,NA,NA,NA,NA,NA,208_0,NA,NA,1,NA,NA,NA,NA
EHA05415_bin.340.fa.gz,101.20938000910655,NA,NA,NA,NA,NA,209_1,NA,NA,2,98.38,98.38,NA,NA
nhnw_bin.568.fa.gz,72.38543046732512,NA,NA,NA,NA,NA,209_2,NA,NA,1,NA,NA,NA,NA
EHA05391_bin.241.fa.gz,97.34988883639362,NA,NA,NA,NA,NA,209_3,NA,NA,1,NA,NA,NA,NA
EHA05415_bin.269.fa.gz,99.67690338780758,NA,NA,NA,NA,NA,210_0,NA,NA,1,NA,NA,NA,NA
EHA05415_bin.339.fa.gz,93.56397721546541,NA,NA,NA,NA,NA,211_0,NA,NA,1,NA,NA,NA,NA
EHA05391_bin.497.fa.gz,82.90143041399999,NA,NA,NA,NA,NA,212_1,NA,NA,1,NA,NA,NA,NA
EHA05415_bin.338.fa.gz,91.52976508245504,NA,NA,NA,NA,NA,212_2,NA,NA,1,NA,NA,NA,NA
EHA05415_bin.218.fa.gz,94.1995100867925,NA,NA,NA,NA,NA,213_1,NA,NA,1,NA,NA,NA,NA
nhnw_bin.414.fa.gz,85.98842739925104,NA,NA,NA,NA,NA,213_2,NA,NA,1,NA,NA,NA,NA
EHA05415_bin.219.fa.gz,92.27668111991656,NA,NA,NA,NA,NA,214_0,NA,NA,1,NA,NA,NA,NA
EHA05391_bin.496.fa.gz,49.55742101112524,NA,NA,NA,NA,NA,215_0,NA,NA,1,NA,NA,NA,NA
EHA05391_bin.410.fa.gz,91.46184087363716,NA,NA,NA,NA,NA,216_1,NA,NA,1,NA,NA,NA,NA
EHA05415_bin.181.fa.gz,89.91311265097485,NA,NA,NA,NA,NA,216_2,NA,NA,1,NA,NA,NA,NA
nhnw_bin.104.fa.gz,58.267075298593035,NA,NA,NA,NA,NA,216_3,NA,NA,1,NA,NA,NA,NA
EHA05415_bin.68.fa.gz,90.48126209095281,NA,NA,NA,NA,NA,217_0,NA,NA,1,NA,NA,NA,NA
EHA05415_bin.306.fa.gz,92.19632479723944,NA,NA,NA,NA,NA,218_0,NA,NA,1,NA,NA,NA,NA
EHA05415_bin.235.fa.gz,79.94742848231861,NA,NA,NA,NA,NA,219_0,NA,NA,1,NA,NA,NA,NA
nhnw_bin.406.fa.gz,89.98373309420299,NA,NA,NA,NA,NA,220_0,NA,NA,1,NA,NA,NA,NA
nhnw_bin.282.fa.gz,77.01812293848654,NA,NA,NA,NA,NA,221_0,NA,NA,1,NA,NA,NA,NA
nhnw_bin.523.fa.gz,75.73266660329725,NA,NA,NA,NA,NA,222_0,NA,NA,1,NA,NA,NA,NA
nhnw_bin.161.fa.gz,80.19170901876103,NA,NA,NA,NA,NA,223_0,NA,NA,1,NA,NA,NA,NA
nhnw_bin.65.fa.gz,88.92423370715412,NA,NA,NA,NA,NA,224_0,NA,NA,1,NA,NA,NA,NA
nhnw_bin.597.fa.gz,79.79525230332274,NA,NA,NA,NA,NA,225_0,NA,NA,1,NA,NA,NA,NA
nhnw_bin.222.fa.gz,83.84861166568126,NA,NA,NA,NA,NA,226_0,NA,NA,1,NA,NA,NA,NA
EHA05415_bin.384.fa.gz,86.61308348218864,NA,NA,NA,NA,NA,227_0,NA,NA,1,NA,NA,NA,NA
nhnw_bin.329.fa.gz,78.79635592027354,NA,NA,NA,NA,NA,228_0,NA,NA,1,NA,NA,NA,NA
nhnw_bin.182.fa.gz,69.84608817223948,NA,NA,NA,NA,NA,229_0,NA,NA,1,NA,NA,NA,NA
nhnw_bin.323.fa.gz,68.02454993587885,NA,NA,NA,NA,NA,230_0,NA,NA,1,NA,NA,NA,NA
nhnw_bin.266.fa.gz,77.06220944656316,NA,NA,NA,NA,NA,231_0,NA,NA,1,NA,NA,NA,NA
EHA05415_bin.50.fa.gz,34.47360731865745,NA,NA,NA,NA,NA,232_0,NA,NA,1,NA,NA,NA,NA
EHA05391_bin.579.fa.gz,95.39693010067136,NA,NA,NA,NA,NA,233_1,NA,NA,1,NA,NA,NA,NA
nhnw_bin.557.fa.gz,92.0958635396711,NA,NA,NA,NA,NA,233_2,NA,NA,1,NA,NA,NA,NA
EHA05391_bin.81.fa.gz,82.07302443320087,NA,NA,NA,NA,NA,234_1,NA,NA,1,NA,NA,NA,NA
nhnw_bin.436.fa.gz,70.17925084443361,NA,NA,NA,NA,NA,234_2,NA,NA,1,NA,NA,NA,NA
EHA05415_bin.347.fa.gz,99.31397573541632,NA,NA,NA,NA,NA,235_0,NA,NA,1,NA,NA,NA,NA
nhnw_bin.392.fa.gz,91.59002139439501,NA,NA,NA,NA,NA,236_0,NA,NA,1,NA,NA,NA,NA
nhnw_bin.458.fa.gz,91.13356644958428,NA,NA,NA,NA,NA,237_0,NA,NA,1,NA,NA,NA,NA
EHA05391_bin.261.fa.gz,81.81250361875477,NA,NA,NA,NA,NA,238_0,NA,NA,1,NA,NA,NA,NA
nhnw_bin.107.fa.gz,97.47647012739695,NA,NA,NA,NA,NA,239_0,NA,NA,1,NA,NA,NA,NA
EHA05391_bin.596.fa.gz,55.16690742694471,NA,NA,NA,NA,NA,240_1,NA,NA,1,NA,NA,NA,NA
nhnw_bin.311.fa.gz,90.39039498884941,NA,NA,NA,NA,NA,240_2,NA,NA,1,NA,NA,NA,NA
EHA05391_bin.597.fa.gz,52.66519808824175,NA,NA,NA,NA,NA,241_1,NA,NA,1,NA,NA,NA,NA
nhnw_bin.307.fa.gz,69.59638221052538,NA,NA,NA,NA,NA,241_2,NA,NA,1,NA,NA,NA,NA
nhnw_bin.391.fa.gz,78.83936561531767,NA,NA,NA,NA,NA,242_0,NA,NA,1,NA,NA,NA,NA
EHA05415_bin.344.fa.gz,70.22029713091992,NA,NA,NA,NA,NA,243_0,NA,NA,1,NA,NA,NA,NA
EHA05391_bin.132.fa.gz,90.9031312590018,NA,NA,NA,NA,NA,244_0,NA,NA,1,NA,NA,NA,NA
EHA05391_bin.459.fa.gz,89.7450467460913,NA,NA,NA,NA,NA,245_0,NA,NA,1,NA,NA,NA,NA
EHA05415_bin.6.fa.gz,95.46102640043442,NA,NA,NA,NA,NA,246_0,NA,NA,1,NA,NA,NA,NA
nhnw_bin.78.fa.gz,91.31539701629171,NA,NA,NA,NA,NA,247_0,NA,NA,1,NA,NA,NA,NA
EHA05391_bin.141.fa.gz,90.14191924978329,NA,NA,NA,NA,NA,248_1,NA,NA,1,NA,NA,NA,NA
nhnw_bin.514.fa.gz,78.88592677954493,NA,NA,NA,NA,NA,248_2,NA,NA,1,NA,NA,NA,NA
EHA05415_bin.411.fa.gz,70.19313777388679,NA,NA,NA,NA,NA,249_0,NA,NA,1,NA,NA,NA,NA
EHA05391_bin.143.fa.gz,97.86016900328548,NA,NA,NA,NA,NA,250_0,NA,NA,1,NA,NA,NA,NA
nhnw_bin.6.fa.gz,33.07281041250175,NA,NA,NA,NA,NA,251_0,NA,NA,1,NA,NA,NA,NA
EHA05391_bin.647.fa.gz,80.45760548835206,NA,NA,NA,NA,NA,252_0,NA,NA,1,NA,NA,NA,NA
EHA05391_bin.126.fa.gz,97.66970849580429,NA,NA,NA,NA,NA,253_1,NA,NA,2,97.65,97.65,NA,NA
nhnw_bin.587.fa.gz,77.92130850037314,NA,NA,NA,NA,NA,254_0,NA,NA,1,NA,NA,NA,NA
EHA05391_bin.127.fa.gz,94.54193273759277,NA,NA,NA,NA,NA,255_0,NA,NA,1,NA,NA,NA,NA
nhnw_bin.423.fa.gz,99.23120936981026,NA,NA,NA,NA,NA,256_0,NA,NA,1,NA,NA,NA,NA
EHA05415_bin.337.fa.gz,100.87237721015993,NA,NA,NA,NA,NA,257_0,NA,NA,1,NA,NA,NA,NA
EHA05391_bin.516.fa.gz,87.86284313922623,NA,NA,NA,NA,NA,258_0,NA,NA,1,NA,NA,NA,NA
EHA05391_bin.9.fa.gz,62.473492534280005,NA,NA,NA,NA,NA,259_0,NA,NA,1,NA,NA,NA,NA
EHA05391_bin.21.fa.gz,85.50237268334811,NA,NA,NA,NA,NA,260_0,NA,NA,1,NA,NA,NA,NA
EHA05391_bin.523.fa.gz,83.5995541310297,NA,NA,NA,NA,NA,261_0,NA,NA,1,NA,NA,NA,NA
EHA05391_bin.575.fa.gz,93.23367977309155,NA,NA,NA,NA,NA,262_0,NA,NA,1,NA,NA,NA,NA
nhnw_bin.46.fa.gz,65.37662610571522,NA,NA,NA,NA,NA,263_0,NA,NA,1,NA,NA,NA,NA
EHA05391_bin.680.fa.gz,48.171817934180936,NA,NA,NA,NA,NA,264_0,NA,NA,1,NA,NA,NA,NA
nhnw_bin.403.fa.gz,98.68298076787231,NA,NA,NA,NA,NA,265_0,NA,NA,1,NA,NA,NA,NA
EHA05391_bin.427.fa.gz,81.70945834300744,NA,NA,NA,NA,NA,266_0,NA,NA,1,NA,NA,NA,NA
EHA05415_bin.122.fa.gz,97.56275862572235,NA,NA,NA,NA,NA,267_0,NA,NA,1,NA,NA,NA,NA
EHA05391_bin.438.fa.gz,98.6707439322903,NA,NA,NA,NA,NA,268_0,NA,NA,1,NA,NA,NA,NA
EHA05391_bin.593.fa.gz,54.60916297270146,NA,NA,NA,NA,NA,269_0,NA,NA,1,NA,NA,NA,NA
nhnw_bin.144.fa.gz,91.36154268317385,NA,NA,NA,NA,NA,270_0,NA,NA,1,NA,NA,NA,NA
nhnw_bin.156.fa.gz,99.93652696242135,NA,NA,NA,NA,NA,271_0,NA,NA,1,NA,NA,NA,NA
nhnw_bin.566.fa.gz,92.92709671459707,NA,NA,NA,NA,NA,272_0,NA,NA,1,NA,NA,NA,NA
EHA05415_bin.213.fa.gz,96.96497498648827,NA,NA,NA,NA,NA,273_0,NA,NA,1,NA,NA,NA,NA
EHA05415_bin.276.fa.gz,90.50305605508456,NA,NA,NA,NA,NA,274_0,NA,NA,1,NA,NA,NA,NA
EHA05391_bin.115.fa.gz,70.10292761932936,NA,NA,NA,NA,NA,275_0,NA,NA,1,NA,NA,NA,NA
EHA05391_bin.140.fa.gz,81.99378128012819,NA,NA,NA,NA,NA,276_0,NA,NA,1,NA,NA,NA,NA
EHA05391_bin.642.fa.gz,52.782158070873706,NA,NA,NA,NA,NA,277_0,NA,NA,1,NA,NA,NA,NA
EHA05391_bin.14.fa.gz,88.51105518018059,NA,NA,NA,NA,NA,278_0,NA,NA,1,NA,NA,NA,NA
EHA05391_bin.36.fa.gz,51.886275841557215,NA,NA,NA,NA,NA,279_0,NA,NA,1,NA,NA,NA,NA
EHA05391_bin.447.fa.gz,98.42229935066445,NA,NA,NA,NA,NA,280_0,NA,NA,1,NA,NA,NA,NA
EHA05415_bin.78.fa.gz,83.95518557678757,NA,NA,NA,NA,NA,281_0,NA,NA,1,NA,NA,NA,NA
EHA05415_bin.400.fa.gz,65.70033050363547,NA,NA,NA,NA,NA,282_0,NA,NA,1,NA,NA,NA,NA
nhnw_bin.464.fa.gz,89.13114149623016,NA,NA,NA,NA,NA,283_0,NA,NA,1,NA,NA,NA,NA
nhnw_bin.71.fa.gz,97.95925905152271,NA,NA,NA,NA,NA,284_0,NA,NA,1,NA,NA,NA,NA
EHA05391_bin.30.fa.gz,100.4999370181673,NA,NA,NA,NA,NA,285_0,NA,NA,1,NA,NA,NA,NA
EHA05415_bin.35.fa.gz,93.8858920085264,NA,NA,NA,NA,NA,286_0,NA,NA,1,NA,NA,NA,NA
EHA05415_bin.225.fa.gz,92.95811053983307,NA,NA,NA,NA,NA,287_1,NA,NA,2,98.02,98.02,NA,NA
EHA05391_bin.499.fa.gz,94.22614203164093,NA,NA,NA,NA,NA,288_0,NA,NA,1,NA,NA,NA,NA
nhnw_bin.57.fa.gz,91.46376923384682,NA,NA,NA,NA,NA,289_0,NA,NA,1,NA,NA,NA,NA
EHA05391_bin.122.fa.gz,96.3961422010402,NA,NA,NA,NA,NA,290_0,NA,NA,1,NA,NA,NA,NA
EHA05391_bin.209.fa.gz,77.67435436780046,NA,NA,NA,NA,NA,291_0,NA,NA,1,NA,NA,NA,NA
EHA05415_bin.33.fa.gz,71.49695248472409,NA,NA,NA,NA,NA,292_0,NA,NA,1,NA,NA,NA,NA
EHA05391_bin.454.fa.gz,65.31464520136065,NA,NA,NA,NA,NA,293_1,NA,NA,1,NA,NA,NA,NA
EHA05415_bin.121.fa.gz,75.35833702619341,NA,NA,NA,NA,NA,293_2,NA,NA,1,NA,NA,NA,NA
EHA05391_bin.387.fa.gz,91.9185181293138,NA,NA,NA,NA,NA,294_0,NA,NA,1,NA,NA,NA,NA
EHA05415_bin.32.fa.gz,85.85138753895052,NA,NA,NA,NA,NA,295_0,NA,NA,1,NA,NA,NA,NA
EHA05391_bin.113.fa.gz,76.72259175402637,NA,NA,NA,NA,NA,296_1,NA,NA,1,NA,NA,NA,NA
nhnw_bin.529.fa.gz,89.35651593674042,NA,NA,NA,NA,NA,296_2,NA,NA,1,NA,NA,NA,NA
EHA05391_bin.608.fa.gz,97.88829409186494,NA,NA,NA,NA,NA,297_1,NA,NA,1,NA,NA,NA,NA
nhnw_bin.292.fa.gz,91.55498460475,NA,NA,NA,NA,NA,297_2,NA,NA,1,NA,NA,NA,NA
EHA05391_bin.386.fa.gz,99.26512978870028,NA,NA,NA,NA,NA,298_0,NA,NA,1,NA,NA,NA,NA
EHA05391_bin.388.fa.gz,96.24618468838192,NA,NA,NA,NA,NA,299_0,NA,NA,1,NA,NA,NA,NA
EHA05415_bin.432.fa.gz,92.88408974695915,NA,NA,NA,NA,NA,300_0,NA,NA,1,NA,NA,NA,NA
EHA05415_bin.120.fa.gz,78.64969406799794,NA,NA,NA,NA,NA,301_0,NA,NA,1,NA,NA,NA,NA
nhnw_bin.473.fa.gz,72.41950725909255,NA,NA,NA,NA,NA,302_0,NA,NA,1,NA,NA,NA,NA
EHA05415_bin.102.fa.gz,76.53838021127889,NA,NA,NA,NA,NA,303_0,NA,NA,1,NA,NA,NA,NA
nhnw_bin.349.fa.gz,85.39410701658991,NA,NA,NA,NA,NA,304_0,NA,NA,1,NA,NA,NA,NA
EHA05391_bin.152.fa.gz,98.39833513827705,NA,NA,NA,NA,NA,305_0,NA,NA,1,NA,NA,NA,NA
nhnw_bin.181.fa.gz,90.01676266226109,NA,NA,NA,NA,NA,306_0,NA,NA,1,NA,NA,NA,NA
EHA05391_bin.407.fa.gz,89.68036972820046,NA,NA,NA,NA,NA,307_1,NA,NA,1,NA,NA,NA,NA
nhnw_bin.562.fa.gz,74.02291174915274,NA,NA,NA,NA,NA,307_2,NA,NA,1,NA,NA,NA,NA
nhnw_bin.358.fa.gz,91.34191552756384,NA,NA,NA,NA,NA,308_0,NA,NA,1,NA,NA,NA,NA
EHA05415_bin.448.fa.gz,87.92399990133418,NA,NA,NA,NA,NA,309_0,NA,NA,1,NA,NA,NA,NA
nhnw_bin.273.fa.gz,94.58450461991168,NA,NA,NA,NA,NA,310_0,NA,NA,1,NA,NA,NA,NA
EHA05415_bin.333.fa.gz,90.7184970383351,NA,NA,NA,NA,NA,311_0,NA,NA,1,NA,NA,NA,NA
nhnw_bin.603.fa.gz,69.94146077277229,NA,NA,NA,NA,NA,312_0,NA,NA,1,NA,NA,NA,NA
nhnw_bin.378.fa.gz,72.31672056648885,NA,NA,NA,NA,NA,313_0,NA,NA,1,NA,NA,NA,NA
nhnw_bin.411.fa.gz,89.61478316991837,NA,NA,NA,NA,NA,314_0,NA,NA,1,NA,NA,NA,NA
nhnw_bin.472.fa.gz,94.73228892578628,NA,NA,NA,NA,NA,315_0,NA,NA,1,NA,NA,NA,NA
EHA05391_bin.491.fa.gz,93.34621613287018,NA,NA,NA,NA,NA,316_1,NA,NA,1,NA,NA,NA,NA
nhnw_bin.274.fa.gz,66.76930226373756,NA,NA,NA,NA,NA,316_2,NA,NA,1,NA,NA,NA,NA
EHA05415_bin.63.fa.gz,98.96347797571772,NA,NA,NA,NA,NA,317_1,NA,NA,1,NA,NA,NA,NA
nhnw_bin.39.fa.gz,86.24300559550942,NA,NA,NA,NA,NA,317_2,NA,NA,1,NA,NA,NA,NA
EHA05391_bin.395.fa.gz,81.80283739049695,NA,NA,NA,NA,NA,318_0,NA,NA,1,NA,NA,NA,NA
nhnw_bin.267.fa.gz,97.38072329639796,NA,NA,NA,NA,NA,319_0,NA,NA,1,NA,NA,NA,NA
nhnw_bin.517.fa.gz,75.53784335434969,NA,NA,NA,NA,NA,320_0,NA,NA,1,NA,NA,NA,NA
EHA05391_bin.219.fa.gz,98.90970805752312,NA,NA,NA,NA,NA,321_1,NA,NA,2,98.56,98.56,NA,NA
EHA05391_bin.559.fa.gz,85.3078872489957,NA,NA,NA,NA,NA,322_0,NA,NA,1,NA,NA,NA,NA
EHA05415_bin.13.fa.gz,90.38498026573531,NA,NA,NA,NA,NA,323_0,NA,NA,1,NA,NA,NA,NA
nhnw_bin.96.fa.gz,89.99029760374466,NA,NA,NA,NA,NA,324_0,NA,NA,1,NA,NA,NA,NA
nhnw_bin.110.fa.gz,65.5059904650047,NA,NA,NA,NA,NA,325_0,NA,NA,1,NA,NA,NA,NA
nhnw_bin.115.fa.gz,41.623657342832395,NA,NA,NA,NA,NA,326_0,NA,NA,1,NA,NA,NA,NA
EHA05415_bin.363.fa.gz,70.50747639011777,NA,NA,NA,NA,NA,327_1,NA,NA,2,99.19,99.19,NA,NA
nhnw_bin.183.fa.gz,60.47886263420032,NA,NA,NA,NA,NA,328_0,NA,NA,1,NA,NA,NA,NA
nhnw_bin.85.fa.gz,60.178482398494864,NA,NA,NA,NA,NA,329_0,NA,NA,1,NA,NA,NA,NA
EHA05391_bin.564.fa.gz,65.83376751403442,NA,NA,NA,NA,NA,330_0,NA,NA,1,NA,NA,NA,NA
EHA05415_bin.390.fa.gz,79.13825247577664,NA,NA,NA,NA,NA,331_0,NA,NA,1,NA,NA,NA,NA
nhnw_bin.584.fa.gz,75.92978417749481,NA,NA,NA,NA,NA,332_0,NA,NA,1,NA,NA,NA,NA
EHA05391_bin.318.fa.gz,94.95891115205768,NA,NA,NA,NA,NA,333_1,NA,NA,1,NA,NA,NA,NA
nhnw_bin.369.fa.gz,78.41136935467556,NA,NA,NA,NA,NA,333_2,NA,NA,1,NA,NA,NA,NA
EHA05415_bin.45.fa.gz,95.38921206285367,NA,NA,NA,NA,NA,334_0,NA,NA,1,NA,NA,NA,NA
nhnw_bin.246.fa.gz,89.91798198111155,NA,NA,NA,NA,NA,335_0,NA,NA,1,NA,NA,NA,NA
EHA05415_bin.119.fa.gz,90.13633554331386,NA,NA,NA,NA,NA,336_1,NA,NA,2,99.63,99.63,NA,NA
nhnw_bin.194.fa.gz,90.67645768727692,NA,NA,NA,NA,NA,337_0,NA,NA,1,NA,NA,NA,NA
EHA05391_bin.479.fa.gz,41.310725504527284,NA,NA,NA,NA,NA,338_0,NA,NA,1,NA,NA,NA,NA
EHA05391_bin.502.fa.gz,84.92903271758395,NA,NA,NA,NA,NA,339_0,NA,NA,1,NA,NA,NA,NA
EHA05391_bin.346.fa.gz,68.62086917000936,NA,NA,NA,NA,NA,340_0,NA,NA,1,NA,NA,NA,NA
EHA05415_bin.303.fa.gz,82.5175211706656,NA,NA,NA,NA,NA,341_0,NA,NA,1,NA,NA,NA,NA
nhnw_bin.47.fa.gz,89.12453400588116,NA,NA,NA,NA,NA,342_0,NA,NA,1,NA,NA,NA,NA
EHA05415_bin.212.fa.gz,53.34988387010088,NA,NA,NA,NA,NA,343_0,NA,NA,1,NA,NA,NA,NA
EHA05415_bin.263.fa.gz,47.58822439343917,NA,NA,NA,NA,NA,344_0,NA,NA,1,NA,NA,NA,NA
EHA05391_bin.154.fa.gz,93.98405278671213,NA,NA,NA,NA,NA,345_1,NA,NA,2,99.20,99.20,NA,NA
EHA05415_bin.157.fa.gz,71.20239901909542,NA,NA,NA,NA,NA,346_0,NA,NA,1,NA,NA,NA,NA
nhnw_bin.483.fa.gz,78.0247575072713,NA,NA,NA,NA,NA,347_0,NA,NA,1,NA,NA,NA,NA
EHA05391_bin.123.fa.gz,70.11200431887022,NA,NA,NA,NA,NA,348_0,NA,NA,1,NA,NA,NA,NA
EHA05415_bin.394.fa.gz,59.489388868652725,NA,NA,NA,NA,NA,349_0,NA,NA,1,NA,NA,NA,NA
EHA05391_bin.259.fa.gz,71.76862415895779,NA,NA,NA,NA,NA,350_0,NA,NA,1,NA,NA,NA,NA
nhnw_bin.99.fa.gz,56.086131682840616,NA,NA,NA,NA,NA,351_0,NA,NA,1,NA,NA,NA,NA
EHA05391_bin.520.fa.gz,63.45965578757667,NA,NA,NA,NA,NA,352_0,NA,NA,1,NA,NA,NA,NA
EHA05391_bin.507.fa.gz,84.75296331280647,NA,NA,NA,NA,NA,353_1,NA,NA,1,NA,NA,NA,NA
EHA05415_bin.334.fa.gz,95.21148425965576,NA,NA,NA,NA,NA,353_2,NA,NA,1,NA,NA,NA,NA
EHA05391_bin.406.fa.gz,90.77286282150062,NA,NA,NA,NA,NA,354_1,NA,NA,1,NA,NA,NA,NA
nhnw_bin.565.fa.gz,89.41837879631233,NA,NA,NA,NA,NA,354_2,NA,NA,1,NA,NA,NA,NA
EHA05391_bin.505.fa.gz,98.55355754129455,NA,NA,NA,NA,NA,355_0,NA,NA,1,NA,NA,NA,NA
EHA05415_bin.443.fa.gz,94.03089567374712,NA,NA,NA,NA,NA,356_0,NA,NA,1,NA,NA,NA,NA
EHA05415_bin.85.fa.gz,69.33297884954621,NA,NA,NA,NA,NA,357_0,NA,NA,1,NA,NA,NA,NA
nhnw_bin.490.fa.gz,86.19163515517286,NA,NA,NA,NA,NA,358_0,NA,NA,1,NA,NA,NA,NA
EHA05391_bin.685.fa.gz,85.13790386381777,NA,NA,NA,NA,NA,359_0,NA,NA,1,NA,NA,NA,NA
nhnw_bin.589.fa.gz,87.84332286012047,NA,NA,NA,NA,NA,360_0,NA,NA,1,NA,NA,NA,NA
EHA05391_bin.646.fa.gz,68.49682373610462,NA,NA,NA,NA,NA,361_0,NA,NA,1,NA,NA,NA,NA
EHA05391_bin.508.fa.gz,95.16030265291948,NA,NA,NA,NA,NA,362_0,NA,NA,1,NA,NA,NA,NA
nhnw_bin.347.fa.gz,80.11088773359172,NA,NA,NA,NA,NA,363_0,NA,NA,1,NA,NA,NA,NA
nhnw_bin.201.fa.gz,88.6659107057978,NA,NA,NA,NA,NA,364_1,NA,NA,3,99.26,98.74,NA,NA
EHA05415_bin.227.fa.gz,97.91371104699066,NA,NA,NA,NA,NA,365_0,NA,NA,1,NA,NA,NA,NA
EHA05415_bin.184.fa.gz,99.86166279197685,NA,NA,NA,NA,NA,366_0,NA,NA,1,NA,NA,NA,NA
nhnw_bin.81.fa.gz,83.34831519909069,NA,NA,NA,NA,NA,367_0,NA,NA,1,NA,NA,NA,NA
EHA05391_bin.25.fa.gz,52.73425245352429,NA,NA,NA,NA,NA,368_0,NA,NA,1,NA,NA,NA,NA
nhnw_bin.526.fa.gz,86.36066637818094,NA,NA,NA,NA,NA,369_0,NA,NA,1,NA,NA,NA,NA
nhnw_bin.410.fa.gz,73.17995997787345,NA,NA,NA,NA,NA,370_0,NA,NA,1,NA,NA,NA,NA
nhnw_bin.122.fa.gz,84.32634103428133,NA,NA,NA,NA,NA,371_0,NA,NA,1,NA,NA,NA,NA
nhnw_bin.506.fa.gz,59.77523748561318,NA,NA,NA,NA,NA,372_0,NA,NA,1,NA,NA,NA,NA
EHA05391_bin.117.fa.gz,89.0562976637846,NA,NA,NA,NA,NA,373_1,NA,NA,1,NA,NA,NA,NA
nhnw_bin.316.fa.gz,90.84942189605266,NA,NA,NA,NA,NA,373_2,NA,NA,1,NA,NA,NA,NA
EHA05391_bin.101.fa.gz,80.19089961200132,NA,NA,NA,NA,NA,374_0,NA,NA,1,NA,NA,NA,NA
EHA05391_bin.478.fa.gz,73.78865043919667,NA,NA,NA,NA,NA,375_1,NA,NA,1,NA,NA,NA,NA
nhnw_bin.396.fa.gz,74.89160165018538,NA,NA,NA,NA,NA,375_2,NA,NA,1,NA,NA,NA,NA
EHA05415_bin.110.fa.gz,91.12927716384137,NA,NA,NA,NA,NA,376_0,NA,NA,1,NA,NA,NA,NA
nhnw_bin.76.fa.gz,97.77679502938368,NA,NA,NA,NA,NA,377_0,NA,NA,1,NA,NA,NA,NA
EHA05391_bin.221.fa.gz,91.20231927954752,NA,NA,NA,NA,NA,378_0,NA,NA,1,NA,NA,NA,NA
nhnw_bin.262.fa.gz,77.14676722721556,NA,NA,NA,NA,NA,379_0,NA,NA,1,NA,NA,NA,NA
EHA05391_bin.220.fa.gz,86.8091774392021,NA,NA,NA,NA,NA,380_0,NA,NA,1,NA,NA,NA,NA
EHA05391_bin.52.fa.gz,95.35480596542322,NA,NA,NA,NA,NA,381_0,NA,NA,1,NA,NA,NA,NA
EHA05415_bin.351.fa.gz,82.56515716576556,NA,NA,NA,NA,NA,382_0,NA,NA,1,NA,NA,NA,NA
nhnw_bin.560.fa.gz,95.0208558950854,NA,NA,NA,NA,NA,383_0,NA,NA,1,NA,NA,NA,NA
EHA05415_bin.15.fa.gz,94.2480612045757,NA,NA,NA,NA,NA,384_0,NA,NA,1,NA,NA,NA,NA
nhnw_bin.481.fa.gz,83.65301109004135,NA,NA,NA,NA,NA,385_0,NA,NA,1,NA,NA,NA,NA
EHA05391_bin.591.fa.gz,70.83026822720157,NA,NA,NA,NA,NA,386_0,NA,NA,1,NA,NA,NA,NA
nhnw_bin.228.fa.gz,99.30053766181489,NA,NA,NA,NA,NA,387_0,NA,NA,1,NA,NA,NA,NA
EHA05415_bin.172.fa.gz,74.07057193385033,NA,NA,NA,NA,NA,388_0,NA,NA,1,NA,NA,NA,NA
EHA05415_bin.430.fa.gz,54.01589393234622,NA,NA,NA,NA,NA,389_0,NA,NA,1,NA,NA,NA,NA
