genome,location,length
EHA05391_bin.486.fa.gz,/maps/projects/alberdilab/people/ncl550/projects/2025_wombats/3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA05391_bin.486.fa.gz,1836098
EHA05391_bin.487.fa.gz,/maps/projects/alberdilab/people/ncl550/projects/2025_wombats/3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA05391_bin.487.fa.gz,1707381
EHA05391_bin.489.fa.gz,/maps/projects/alberdilab/people/ncl550/projects/2025_wombats/3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA05391_bin.489.fa.gz,1858242
EHA05391_bin.48.fa.gz,/maps/projects/alberdilab/people/ncl550/projects/2025_wombats/3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA05391_bin.48.fa.gz,1773691
EHA05391_bin.490.fa.gz,/maps/projects/alberdilab/people/ncl550/projects/2025_wombats/3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA05391_bin.490.fa.gz,2129168
EHA05391_bin.491.fa.gz,/maps/projects/alberdilab/people/ncl550/projects/2025_wombats/3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA05391_bin.491.fa.gz,1848120
EHA05391_bin.492.fa.gz,/maps/projects/alberdilab/people/ncl550/projects/2025_wombats/3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA05391_bin.492.fa.gz,1747504
EHA05391_bin.493.fa.gz,/maps/projects/alberdilab/people/ncl550/projects/2025_wombats/3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA05391_bin.493.fa.gz,1878818
EHA05391_bin.495.fa.gz,/maps/projects/alberdilab/people/ncl550/projects/2025_wombats/3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA05391_bin.495.fa.gz,1850376
EHA05391_bin.496.fa.gz,/maps/projects/alberdilab/people/ncl550/projects/2025_wombats/3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA05391_bin.496.fa.gz,2251070
EHA05391_bin.497.fa.gz,/maps/projects/alberdilab/people/ncl550/projects/2025_wombats/3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA05391_bin.497.fa.gz,2623529
EHA05391_bin.498.fa.gz,/maps/projects/alberdilab/people/ncl550/projects/2025_wombats/3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA05391_bin.498.fa.gz,2263467
EHA05391_bin.499.fa.gz,/maps/projects/alberdilab/people/ncl550/projects/2025_wombats/3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA05391_bin.499.fa.gz,1482151
EHA05391_bin.49.fa.gz,/maps/projects/alberdilab/people/ncl550/projects/2025_wombats/3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA05391_bin.49.fa.gz,1569545
EHA05391_bin.500.fa.gz,/maps/projects/alberdilab/people/ncl550/projects/2025_wombats/3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA05391_bin.500.fa.gz,1067991
EHA05391_bin.501.fa.gz,/maps/projects/alberdilab/people/ncl550/projects/2025_wombats/3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA05391_bin.501.fa.gz,2336160
EHA05391_bin.502.fa.gz,/maps/projects/alberdilab/people/ncl550/projects/2025_wombats/3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA05391_bin.502.fa.gz,978068
EHA05391_bin.504.fa.gz,/maps/projects/alberdilab/people/ncl550/projects/2025_wombats/3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA05391_bin.504.fa.gz,2117488
EHA05391_bin.505.fa.gz,/maps/projects/alberdilab/people/ncl550/projects/2025_wombats/3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA05391_bin.505.fa.gz,1637159
EHA05391_bin.506.fa.gz,/maps/projects/alberdilab/people/ncl550/projects/2025_wombats/3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA05391_bin.506.fa.gz,1359318
EHA05391_bin.507.fa.gz,/maps/projects/alberdilab/people/ncl550/projects/2025_wombats/3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA05391_bin.507.fa.gz,922311
EHA05391_bin.508.fa.gz,/maps/projects/alberdilab/people/ncl550/projects/2025_wombats/3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA05391_bin.508.fa.gz,1712732
EHA05391_bin.509.fa.gz,/maps/projects/alberdilab/people/ncl550/projects/2025_wombats/3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA05391_bin.509.fa.gz,1441846
EHA05391_bin.50.fa.gz,/maps/projects/alberdilab/people/ncl550/projects/2025_wombats/3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA05391_bin.50.fa.gz,1865200
EHA05391_bin.510.fa.gz,/maps/projects/alberdilab/people/ncl550/projects/2025_wombats/3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA05391_bin.510.fa.gz,1462887
EHA05391_bin.512.fa.gz,/maps/projects/alberdilab/people/ncl550/projects/2025_wombats/3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA05391_bin.512.fa.gz,2296741
EHA05391_bin.513.fa.gz,/maps/projects/alberdilab/people/ncl550/projects/2025_wombats/3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA05391_bin.513.fa.gz,2105159
EHA05391_bin.514.fa.gz,/maps/projects/alberdilab/people/ncl550/projects/2025_wombats/3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA05391_bin.514.fa.gz,2485723
EHA05391_bin.515.fa.gz,/maps/projects/alberdilab/people/ncl550/projects/2025_wombats/3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA05391_bin.515.fa.gz,1009353
EHA05391_bin.516.fa.gz,/maps/projects/alberdilab/people/ncl550/projects/2025_wombats/3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA05391_bin.516.fa.gz,1098341
EHA05391_bin.517.fa.gz,/maps/projects/alberdilab/people/ncl550/projects/2025_wombats/3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA05391_bin.517.fa.gz,1344138
EHA05391_bin.518.fa.gz,/maps/projects/alberdilab/people/ncl550/projects/2025_wombats/3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA05391_bin.518.fa.gz,1111142
EHA05391_bin.519.fa.gz,/maps/projects/alberdilab/people/ncl550/projects/2025_wombats/3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA05391_bin.519.fa.gz,1062640
EHA05391_bin.51.fa.gz,/maps/projects/alberdilab/people/ncl550/projects/2025_wombats/3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA05391_bin.51.fa.gz,2293397
EHA05391_bin.520.fa.gz,/maps/projects/alberdilab/people/ncl550/projects/2025_wombats/3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA05391_bin.520.fa.gz,1027851
EHA05391_bin.522.fa.gz,/maps/projects/alberdilab/people/ncl550/projects/2025_wombats/3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA05391_bin.522.fa.gz,1408888
EHA05391_bin.523.fa.gz,/maps/projects/alberdilab/people/ncl550/projects/2025_wombats/3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA05391_bin.523.fa.gz,970045
EHA05391_bin.524.fa.gz,/maps/projects/alberdilab/people/ncl550/projects/2025_wombats/3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA05391_bin.524.fa.gz,1378934
EHA05391_bin.525.fa.gz,/maps/projects/alberdilab/people/ncl550/projects/2025_wombats/3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA05391_bin.525.fa.gz,2258768
EHA05391_bin.526.fa.gz,/maps/projects/alberdilab/people/ncl550/projects/2025_wombats/3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA05391_bin.526.fa.gz,2056705
EHA05391_bin.527.fa.gz,/maps/projects/alberdilab/people/ncl550/projects/2025_wombats/3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA05391_bin.527.fa.gz,1324239
EHA05391_bin.528.fa.gz,/maps/projects/alberdilab/people/ncl550/projects/2025_wombats/3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA05391_bin.528.fa.gz,1345062
EHA05391_bin.529.fa.gz,/maps/projects/alberdilab/people/ncl550/projects/2025_wombats/3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA05391_bin.529.fa.gz,1893096
EHA05391_bin.52.fa.gz,/maps/projects/alberdilab/people/ncl550/projects/2025_wombats/3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA05391_bin.52.fa.gz,1174747
EHA05391_bin.530.fa.gz,/maps/projects/alberdilab/people/ncl550/projects/2025_wombats/3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA05391_bin.530.fa.gz,1799275
EHA05391_bin.531.fa.gz,/maps/projects/alberdilab/people/ncl550/projects/2025_wombats/3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA05391_bin.531.fa.gz,1885902
EHA05391_bin.532.fa.gz,/maps/projects/alberdilab/people/ncl550/projects/2025_wombats/3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA05391_bin.532.fa.gz,2091413
EHA05391_bin.534.fa.gz,/maps/projects/alberdilab/people/ncl550/projects/2025_wombats/3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA05391_bin.534.fa.gz,1163784
EHA05391_bin.535.fa.gz,/maps/projects/alberdilab/people/ncl550/projects/2025_wombats/3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA05391_bin.535.fa.gz,1154581
EHA05391_bin.536.fa.gz,/maps/projects/alberdilab/people/ncl550/projects/2025_wombats/3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA05391_bin.536.fa.gz,1088943
EHA05391_bin.537.fa.gz,/maps/projects/alberdilab/people/ncl550/projects/2025_wombats/3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA05391_bin.537.fa.gz,1325734
EHA05391_bin.538.fa.gz,/maps/projects/alberdilab/people/ncl550/projects/2025_wombats/3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA05391_bin.538.fa.gz,879857
EHA05391_bin.539.fa.gz,/maps/projects/alberdilab/people/ncl550/projects/2025_wombats/3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA05391_bin.539.fa.gz,2025084
EHA05391_bin.53.fa.gz,/maps/projects/alberdilab/people/ncl550/projects/2025_wombats/3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA05391_bin.53.fa.gz,2592151
EHA05391_bin.540.fa.gz,/maps/projects/alberdilab/people/ncl550/projects/2025_wombats/3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA05391_bin.540.fa.gz,2433504
EHA05391_bin.541.fa.gz,/maps/projects/alberdilab/people/ncl550/projects/2025_wombats/3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA05391_bin.541.fa.gz,2016969
EHA05391_bin.542.fa.gz,/maps/projects/alberdilab/people/ncl550/projects/2025_wombats/3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA05391_bin.542.fa.gz,2115327
EHA05391_bin.543.fa.gz,/maps/projects/alberdilab/people/ncl550/projects/2025_wombats/3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA05391_bin.543.fa.gz,1933565
EHA05391_bin.545.fa.gz,/maps/projects/alberdilab/people/ncl550/projects/2025_wombats/3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA05391_bin.545.fa.gz,2083297
EHA05391_bin.546.fa.gz,/maps/projects/alberdilab/people/ncl550/projects/2025_wombats/3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA05391_bin.546.fa.gz,2080196
EHA05391_bin.547.fa.gz,/maps/projects/alberdilab/people/ncl550/projects/2025_wombats/3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA05391_bin.547.fa.gz,2411652
EHA05391_bin.548.fa.gz,/maps/projects/alberdilab/people/ncl550/projects/2025_wombats/3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA05391_bin.548.fa.gz,2480968
EHA05391_bin.549.fa.gz,/maps/projects/alberdilab/people/ncl550/projects/2025_wombats/3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA05391_bin.549.fa.gz,2148716
EHA05391_bin.54.fa.gz,/maps/projects/alberdilab/people/ncl550/projects/2025_wombats/3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA05391_bin.54.fa.gz,2415516
EHA05391_bin.550.fa.gz,/maps/projects/alberdilab/people/ncl550/projects/2025_wombats/3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA05391_bin.550.fa.gz,661818
EHA05391_bin.551.fa.gz,/maps/projects/alberdilab/people/ncl550/projects/2025_wombats/3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA05391_bin.551.fa.gz,1063978
EHA05391_bin.552.fa.gz,/maps/projects/alberdilab/people/ncl550/projects/2025_wombats/3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA05391_bin.552.fa.gz,861245
EHA05391_bin.553.fa.gz,/maps/projects/alberdilab/people/ncl550/projects/2025_wombats/3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA05391_bin.553.fa.gz,1838675
EHA05391_bin.554.fa.gz,/maps/projects/alberdilab/people/ncl550/projects/2025_wombats/3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA05391_bin.554.fa.gz,1685125
EHA05391_bin.555.fa.gz,/maps/projects/alberdilab/people/ncl550/projects/2025_wombats/3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA05391_bin.555.fa.gz,1638401
EHA05391_bin.556.fa.gz,/maps/projects/alberdilab/people/ncl550/projects/2025_wombats/3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA05391_bin.556.fa.gz,2027262
EHA05391_bin.558.fa.gz,/maps/projects/alberdilab/people/ncl550/projects/2025_wombats/3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA05391_bin.558.fa.gz,2555458
EHA05391_bin.559.fa.gz,/maps/projects/alberdilab/people/ncl550/projects/2025_wombats/3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA05391_bin.559.fa.gz,2343484
EHA05391_bin.55.fa.gz,/maps/projects/alberdilab/people/ncl550/projects/2025_wombats/3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA05391_bin.55.fa.gz,2351823
EHA05391_bin.560.fa.gz,/maps/projects/alberdilab/people/ncl550/projects/2025_wombats/3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA05391_bin.560.fa.gz,3740719
EHA05391_bin.561.fa.gz,/maps/projects/alberdilab/people/ncl550/projects/2025_wombats/3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA05391_bin.561.fa.gz,1436741
EHA05391_bin.562.fa.gz,/maps/projects/alberdilab/people/ncl550/projects/2025_wombats/3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA05391_bin.562.fa.gz,2225802
EHA05391_bin.564.fa.gz,/maps/projects/alberdilab/people/ncl550/projects/2025_wombats/3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA05391_bin.564.fa.gz,1013713
EHA05391_bin.565.fa.gz,/maps/projects/alberdilab/people/ncl550/projects/2025_wombats/3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA05391_bin.565.fa.gz,2342346
EHA05391_bin.566.fa.gz,/maps/projects/alberdilab/people/ncl550/projects/2025_wombats/3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA05391_bin.566.fa.gz,1698014
EHA05391_bin.567.fa.gz,/maps/projects/alberdilab/people/ncl550/projects/2025_wombats/3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA05391_bin.567.fa.gz,946980
EHA05391_bin.568.fa.gz,/maps/projects/alberdilab/people/ncl550/projects/2025_wombats/3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA05391_bin.568.fa.gz,1409708
EHA05391_bin.569.fa.gz,/maps/projects/alberdilab/people/ncl550/projects/2025_wombats/3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA05391_bin.569.fa.gz,2174388
EHA05391_bin.56.fa.gz,/maps/projects/alberdilab/people/ncl550/projects/2025_wombats/3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA05391_bin.56.fa.gz,1344661
EHA05391_bin.570.fa.gz,/maps/projects/alberdilab/people/ncl550/projects/2025_wombats/3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA05391_bin.570.fa.gz,2230073
EHA05391_bin.571.fa.gz,/maps/projects/alberdilab/people/ncl550/projects/2025_wombats/3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA05391_bin.571.fa.gz,1634138
EHA05391_bin.572.fa.gz,/maps/projects/alberdilab/people/ncl550/projects/2025_wombats/3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA05391_bin.572.fa.gz,2315498
EHA05391_bin.573.fa.gz,/maps/projects/alberdilab/people/ncl550/projects/2025_wombats/3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA05391_bin.573.fa.gz,2159869
EHA05391_bin.574.fa.gz,/maps/projects/alberdilab/people/ncl550/projects/2025_wombats/3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA05391_bin.574.fa.gz,1498725
EHA05391_bin.575.fa.gz,/maps/projects/alberdilab/people/ncl550/projects/2025_wombats/3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA05391_bin.575.fa.gz,1455859
EHA05391_bin.576.fa.gz,/maps/projects/alberdilab/people/ncl550/projects/2025_wombats/3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA05391_bin.576.fa.gz,1818008
EHA05391_bin.577.fa.gz,/maps/projects/alberdilab/people/ncl550/projects/2025_wombats/3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA05391_bin.577.fa.gz,2381006
EHA05391_bin.578.fa.gz,/maps/projects/alberdilab/people/ncl550/projects/2025_wombats/3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA05391_bin.578.fa.gz,2267735
EHA05391_bin.579.fa.gz,/maps/projects/alberdilab/people/ncl550/projects/2025_wombats/3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA05391_bin.579.fa.gz,2056669
EHA05391_bin.57.fa.gz,/maps/projects/alberdilab/people/ncl550/projects/2025_wombats/3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA05391_bin.57.fa.gz,3506534
EHA05391_bin.580.fa.gz,/maps/projects/alberdilab/people/ncl550/projects/2025_wombats/3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA05391_bin.580.fa.gz,1935035
EHA05391_bin.581.fa.gz,/maps/projects/alberdilab/people/ncl550/projects/2025_wombats/3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA05391_bin.581.fa.gz,1037952
EHA05391_bin.582.fa.gz,/maps/projects/alberdilab/people/ncl550/projects/2025_wombats/3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA05391_bin.582.fa.gz,972091
EHA05391_bin.583.fa.gz,/maps/projects/alberdilab/people/ncl550/projects/2025_wombats/3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA05391_bin.583.fa.gz,1177518
EHA05391_bin.584.fa.gz,/maps/projects/alberdilab/people/ncl550/projects/2025_wombats/3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA05391_bin.584.fa.gz,807430
EHA05391_bin.585.fa.gz,/maps/projects/alberdilab/people/ncl550/projects/2025_wombats/3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA05391_bin.585.fa.gz,1287095
EHA05391_bin.586.fa.gz,/maps/projects/alberdilab/people/ncl550/projects/2025_wombats/3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA05391_bin.586.fa.gz,1178012
EHA05391_bin.587.fa.gz,/maps/projects/alberdilab/people/ncl550/projects/2025_wombats/3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA05391_bin.587.fa.gz,1603789
EHA05391_bin.588.fa.gz,/maps/projects/alberdilab/people/ncl550/projects/2025_wombats/3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA05391_bin.588.fa.gz,1858768
EHA05391_bin.589.fa.gz,/maps/projects/alberdilab/people/ncl550/projects/2025_wombats/3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA05391_bin.589.fa.gz,1876451
EHA05391_bin.58.fa.gz,/maps/projects/alberdilab/people/ncl550/projects/2025_wombats/3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA05391_bin.58.fa.gz,2408126
EHA05391_bin.590.fa.gz,/maps/projects/alberdilab/people/ncl550/projects/2025_wombats/3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA05391_bin.590.fa.gz,4900920
EHA05391_bin.591.fa.gz,/maps/projects/alberdilab/people/ncl550/projects/2025_wombats/3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA05391_bin.591.fa.gz,1175631
EHA05391_bin.592.fa.gz,/maps/projects/alberdilab/people/ncl550/projects/2025_wombats/3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA05391_bin.592.fa.gz,628020
EHA05391_bin.593.fa.gz,/maps/projects/alberdilab/people/ncl550/projects/2025_wombats/3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA05391_bin.593.fa.gz,1545583
EHA05391_bin.594.fa.gz,/maps/projects/alberdilab/people/ncl550/projects/2025_wombats/3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA05391_bin.594.fa.gz,631083
EHA05391_bin.595.fa.gz,/maps/projects/alberdilab/people/ncl550/projects/2025_wombats/3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA05391_bin.595.fa.gz,2015090
EHA05391_bin.596.fa.gz,/maps/projects/alberdilab/people/ncl550/projects/2025_wombats/3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA05391_bin.596.fa.gz,1433803
EHA05391_bin.597.fa.gz,/maps/projects/alberdilab/people/ncl550/projects/2025_wombats/3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA05391_bin.597.fa.gz,1417948
EHA05391_bin.598.fa.gz,/maps/projects/alberdilab/people/ncl550/projects/2025_wombats/3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA05391_bin.598.fa.gz,2856946
EHA05391_bin.59.fa.gz,/maps/projects/alberdilab/people/ncl550/projects/2025_wombats/3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA05391_bin.59.fa.gz,2676705
EHA05391_bin.5.fa.gz,/maps/projects/alberdilab/people/ncl550/projects/2025_wombats/3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA05391_bin.5.fa.gz,1993106
EHA05391_bin.602.fa.gz,/maps/projects/alberdilab/people/ncl550/projects/2025_wombats/3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA05391_bin.602.fa.gz,969484
EHA05391_bin.603.fa.gz,/maps/projects/alberdilab/people/ncl550/projects/2025_wombats/3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA05391_bin.603.fa.gz,1594286
EHA05391_bin.607.fa.gz,/maps/projects/alberdilab/people/ncl550/projects/2025_wombats/3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA05391_bin.607.fa.gz,1083343
EHA05391_bin.608.fa.gz,/maps/projects/alberdilab/people/ncl550/projects/2025_wombats/3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA05391_bin.608.fa.gz,935326
EHA05391_bin.609.fa.gz,/maps/projects/alberdilab/people/ncl550/projects/2025_wombats/3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA05391_bin.609.fa.gz,797520
EHA05391_bin.60.fa.gz,/maps/projects/alberdilab/people/ncl550/projects/2025_wombats/3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA05391_bin.60.fa.gz,3136798
EHA05391_bin.617.fa.gz,/maps/projects/alberdilab/people/ncl550/projects/2025_wombats/3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA05391_bin.617.fa.gz,1082748
EHA05391_bin.618.fa.gz,/maps/projects/alberdilab/people/ncl550/projects/2025_wombats/3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA05391_bin.618.fa.gz,671684
EHA05391_bin.620.fa.gz,/maps/projects/alberdilab/people/ncl550/projects/2025_wombats/3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA05391_bin.620.fa.gz,742398
EHA05391_bin.621.fa.gz,/maps/projects/alberdilab/people/ncl550/projects/2025_wombats/3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA05391_bin.621.fa.gz,1256603
EHA05391_bin.622.fa.gz,/maps/projects/alberdilab/people/ncl550/projects/2025_wombats/3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA05391_bin.622.fa.gz,1492113
EHA05391_bin.627.fa.gz,/maps/projects/alberdilab/people/ncl550/projects/2025_wombats/3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA05391_bin.627.fa.gz,1325692
EHA05391_bin.632.fa.gz,/maps/projects/alberdilab/people/ncl550/projects/2025_wombats/3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA05391_bin.632.fa.gz,695913
EHA05391_bin.633.fa.gz,/maps/projects/alberdilab/people/ncl550/projects/2025_wombats/3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA05391_bin.633.fa.gz,895436
EHA05391_bin.636.fa.gz,/maps/projects/alberdilab/people/ncl550/projects/2025_wombats/3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA05391_bin.636.fa.gz,815462
EHA05391_bin.639.fa.gz,/maps/projects/alberdilab/people/ncl550/projects/2025_wombats/3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA05391_bin.639.fa.gz,1508239
EHA05391_bin.640.fa.gz,/maps/projects/alberdilab/people/ncl550/projects/2025_wombats/3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA05391_bin.640.fa.gz,1302497
EHA05391_bin.642.fa.gz,/maps/projects/alberdilab/people/ncl550/projects/2025_wombats/3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA05391_bin.642.fa.gz,1121586
EHA05391_bin.643.fa.gz,/maps/projects/alberdilab/people/ncl550/projects/2025_wombats/3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA05391_bin.643.fa.gz,1501356
EHA05391_bin.644.fa.gz,/maps/projects/alberdilab/people/ncl550/projects/2025_wombats/3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA05391_bin.644.fa.gz,1007107
EHA05391_bin.646.fa.gz,/maps/projects/alberdilab/people/ncl550/projects/2025_wombats/3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA05391_bin.646.fa.gz,835667
EHA05391_bin.647.fa.gz,/maps/projects/alberdilab/people/ncl550/projects/2025_wombats/3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA05391_bin.647.fa.gz,1674147
EHA05391_bin.652.fa.gz,/maps/projects/alberdilab/people/ncl550/projects/2025_wombats/3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA05391_bin.652.fa.gz,1408572
EHA05391_bin.655.fa.gz,/maps/projects/alberdilab/people/ncl550/projects/2025_wombats/3_Outputs/5_Refined_Bins/All_metawrap_70_10_bins/EHA05391_bin.655.fa.gz,1467710
