Genome	B2_1_23_RUNR Read Count	B2_1_23_RUNR Covered Fraction	B2_1_23_RUNR Length	B120_23_EFNP_TC Read Count	B120_23_EFNP_TC Covered Fraction	B120_23_EFNP_TC Length	B362F_22_EFNP_WH Read Count	B362F_22_EFNP_WH Covered Fraction	B362F_22_EFNP_WH Length	B18F_22_EFNP_N1 Read Count	B18F_22_EFNP_N1 Covered Fraction	B18F_22_EFNP_N1 Length	B357_23_EFNP_TE Read Count	B357_23_EFNP_TE Covered Fraction	B357_23_EFNP_TE Length	B111F_22_EFNP_N1 Read Count	B111F_22_EFNP_N1 Covered Fraction	B111F_22_EFNP_N1 Length	B31_23_EFNP_N31 Read Count	B31_23_EFNP_N31 Covered Fraction	B31_23_EFNP_N31 Length	B407_23_EFNP_DW Read Count	B407_23_EFNP_DW Covered Fraction	B407_23_EFNP_DW Length	B201_23_EFNP_BB Read Count	B201_23_EFNP_BB Covered Fraction	B201_23_EFNP_BB Length	B33_23_RUNR Read Count	B33_23_RUNR Covered Fraction	B33_23_RUNR Length	B462_23_EFNP_CV Read Count	B462_23_EFNP_CV Covered Fraction	B462_23_EFNP_CV Length	B218_23_EFNP_N96 Read Count	B218_23_EFNP_N96 Covered Fraction	B218_23_EFNP_N96 Length	B246F_22_EFNP_N1 Read Count	B246F_22_EFNP_N1 Covered Fraction	B246F_22_EFNP_N1 Length	B184F_22_EFNP_BB Read Count	B184F_22_EFNP_BB Covered Fraction	B184F_22_EFNP_BB Length	B109_23_EFNP_N1 Read Count	B109_23_EFNP_N1 Covered Fraction	B109_23_EFNP_N1 Length	B163F_22_EFNP_N1 Read Count	B163F_22_EFNP_N1 Covered Fraction	B163F_22_EFNP_N1 Length	B39_23_RUNR Read Count	B39_23_RUNR Covered Fraction	B39_23_RUNR Length	B382_23_EFNP_CC Read Count	B382_23_EFNP_CC Covered Fraction	B382_23_EFNP_CC Length	B11_23_RUNR Read Count	B11_23_RUNR Covered Fraction	B11_23_RUNR Length	B63_23_RUNR Read Count	B63_23_RUNR Covered Fraction	B63_23_RUNR Length	FS1_1_23_RUNR Read Count	FS1_1_23_RUNR Covered Fraction	FS1_1_23_RUNR Length	B441_23_EFNP_RE Read Count	B441_23_EFNP_RE Covered Fraction	B441_23_EFNP_RE Length	No_69_road_23_EFNP_N69 Read Count	No_69_road_23_EFNP_N69 Covered Fraction	No_69_road_23_EFNP_N69 Length	B461F_22_EFNP_BB Read Count	B461F_22_EFNP_BB Covered Fraction	B461F_22_EFNP_BB Length	B19_1_23_RUNR Read Count	B19_1_23_RUNR Covered Fraction	B19_1_23_RUNR Length	B19_2_23_RUNR Read Count	B19_2_23_RUNR Covered Fraction	B19_2_23_RUNR Length	B466F_22_EFNP_N1 Read Count	B466F_22_EFNP_N1 Covered Fraction	B466F_22_EFNP_N1 Length	B363_23_EFNP_WH Read Count	B363_23_EFNP_WH Covered Fraction	B363_23_EFNP_WH Length	B6_23_RUNR Read Count	B6_23_RUNR Covered Fraction	B6_23_RUNR Length	FS11F_22_EFNP_N1 Read Count	FS11F_22_EFNP_N1 Covered Fraction	FS11F_22_EFNP_N1 Length	B361_23_EFNP_N88 Read Count	B361_23_EFNP_N88 Covered Fraction	B361_23_EFNP_N88 Length	B478_23_EFNP_NB Read Count	B478_23_EFNP_NB Covered Fraction	B478_23_EFNP_NB Length	B83F_22_EFNP_WH Read Count	B83F_22_EFNP_WH Covered Fraction	B83F_22_EFNP_WH Length	B369F_22_EFNP_CV Read Count	B369F_22_EFNP_CV Covered Fraction	B369F_22_EFNP_CV Length	B250F_22_EFNP_CV Read Count	B250F_22_EFNP_CV Covered Fraction	B250F_22_EFNP_CV Length	B29F_22_EFNP_BB Read Count	B29F_22_EFNP_BB Covered Fraction	B29F_22_EFNP_BB Length	B523F_22_EFNP_DW Read Count	B523F_22_EFNP_DW Covered Fraction	B523F_22_EFNP_DW Length	B220_23_EFNP_FF Read Count	B220_23_EFNP_FF Covered Fraction	B220_23_EFNP_FF Length	B458_23_EFNP_N1 Read Count	B458_23_EFNP_N1 Covered Fraction	B458_23_EFNP_N1 Length	B534F_22_EFNP_CC Read Count	B534F_22_EFNP_CC Covered Fraction	B534F_22_EFNP_CC Length	B328_23_EFNP_CC Read Count	B328_23_EFNP_CC Covered Fraction	B328_23_EFNP_CC Length
nhnw_bin.356	4463	0.1822803	2022665	34395	0.789719	2022665	32340	0.6798165	2022665	55552	0.88240665	2022665	6836	0.2486299	2022665	29006	0.7039312	2022665	37691	0.8050582	2022665	6307	0.24883804	2022665	102514	0.9572371	2022665	7201	0.12939315	2022665	33246	0.76105833	2022665	51318	0.8082362	2022665	22894	0.5401319	2022665	43727	0.8465866	2022665	28075	0.7161532	2022665	69624	0.94284177	2022665	20904	0.53354806	2022665	27543	0.69847995	2022665	11182	0.2605592	2022665	2973	0.11158892	2022665	5582	0.17015423	2022665	29485	0.7364265	2022665	5826	0.19943836	2022665	13215	0.40184855	2022665	23200	0.5454586	2022665	597	0.022168279	2022665	3025	0.031242939	2022665	27900	0.6861472	2022665	12932	0.2836629	2022665	20629	0.51551145	2022665	22147	0.6303654	2022665	675	0.019675527	2022665	136228	0.9779365	2022665	53514	0.83173686	2022665	171612	0.99372953	2022665	14427	0.3841862	2022665	80093	0.93542975	2022665	1365	0.019125758	2022665	29242	0.7144421	2022665	16792	0.47455165	2022665	5288	0.16193834	2022665
nhnw_bin.357	8068	0.052474085	2127736	2249	0.026947422	2127736	18259	0.379298	2127736	33924	0.6751157	2127736	3718	0.09894085	2127736	32340	0.7395288	2127736	11008	0.13154781	2127736	2205	0.04092425	2127736	27805	0.106159315	2127736	125954	0.92336076	2127736	34725	0.7007387	2127736	393806	0.9799345	2127736	15140	0.31470916	2127736	14810	0.33629125	2127736	143924	0.9609496	2127736	17103	0.4240117	2127736	11547	0.15503286	2127736	2864	0.03237432	2127736	4478	0.069714	2127736	2869	0.08720349	2127736	3562	0.11073789	2127736	6899	0.15263313	2127736	5097	0.03006999	2127736	39701	0.75776553	2127736	12266	0.22516093	2127736	419	0.012878947	2127736	65847	0.8636809	2127736	141979	0.9699098	2127736	86275	0.9141566	2127736	6752	0.07727321	2127736	4951	0.0841627	2127736	461	0.008474736	2127736	17252	0.1964788	2127736	23163	0.029335877	2127736	2583501	0.9692086	2127736	8488	0.17235503	2127736	6062	0.024923675	2127736	1496	0.01754776	2127736	28425	0.66638106	2127736	473802	0.97511065	2127736	4695	0.11448084	2127736
nhnw_bin.358	2117	0.09883537	1951609	2622	0.119142205	1951609	8567	0.31211016	1951609	10628	0.37059882	1951609	2285	0.098334245	1951609	7656	0.30868375	1951609	16797	0.5749763	1951609	2430	0.10762299	1951609	12826	0.40340766	1951609	1954	0.047785185	1951609	2422	0.1001466	1951609	40936	0.8158253	1951609	3149	0.120490834	1951609	531	0.011805131	1951609	10169	0.4090399	1951609	8250	0.31700665	1951609	4866	0.18373148	1951609	723	0.03288671	1951609	5674	0.18581949	1951609	1381	0.069007166	1951609	1160	0.04356303	1951609	20262	0.65714544	1951609	14288	0.4828011	1951609	5653	0.2308941	1951609	14041	0.44522595	1951609	698	0.026077457	1951609	29311	0.72316176	1951609	19670	0.6190717	1951609	9962	0.32319024	1951609	2516	0.09432832	1951609	9695	0.38142017	1951609	345	0.010154186	1951609	3935	0.11183849	1951609	974	0.020204354	1951609	33259	0.7378676	1951609	2379	0.099464595	1951609	11024	0.36475953	1951609	1649	0.058458943	1951609	12454	0.47183684	1951609	5706	0.25315574	1951609	4821	0.20154805	1951609
nhnw_bin.359	2994	0.12319047	1845573	1423	0.056352146	1845573	16285	0.4279316	1845573	78961	0.96513224	1845573	2389	0.10810247	1845573	1211	0.018426256	1845573	16493	0.5200304	1845573	2371	0.10451334	1845573	14739	0.33967066	1845573	10650	0.24018665	1845573	2109	0.034779985	1845573	24447	0.6272204	1845573	2667	0.018957797	1845573	4476	0.11728715	1845573	3766	0.13000569	1845573	40590	0.85096174	1845573	10424	0.3315122	1845573	5604	0.2219755	1845573	2158	0.05670326	1845573	899	0.024773877	1845573	613	0.01743036	1845573	2404	0.07497184	1845573	106173	0.98405427	1845573	2564	0.029786414	1845573	20530	0.5574984	1845573	397	0.016394908	1845573	3781	0.08934624	1845573	8372	0.29308406	1845573	3476	0.07701131	1845573	1327	0.0103523405	1845573	9268	0.3594786	1845573	192	0.0051908	1845573	73930	0.90108925	1845573	10378	0.3369024	1845573	77138	0.91923916	1845573	8211	0.23693345	1845573	13997	0.4120525	1845573	2876	0.101241186	1845573	1595	0.053486913	1845573	2548	0.050564785	1845573	7048	0.25820002	1845573
nhnw_bin.35	4811	0.1880754	2257148	1325	0.038136624	2257148	5149	0.15828381	2257148	5909	0.16647911	2257148	12106	0.38613907	2257148	1000	0.025662472	2257148	6547	0.226146	2257148	2899	0.116253346	2257148	7488	0.20777282	2257148	2379	0.052707665	2257148	3833	0.14026949	2257148	16290	0.4188126	2257148	4607	0.15083991	2257148	7391	0.2315856	2257148	2234	0.08964676	2257148	5052	0.14708783	2257148	14548	0.41789994	2257148	708	0.024021907	2257148	4749	0.13151641	2257148	772	0.03276214	2257148	1631	0.053135194	2257148	1194	0.037693143	2257148	10767	0.32950696	2257148	2955	0.10301673	2257148	7516	0.21246769	2257148	272	0.008483714	2257148	4340	0.12746085	2257148	17438	0.50444144	2257148	8905	0.2580872	2257148	4235	0.13034236	2257148	3317	0.12162516	2257148	413	0.010978899	2257148	12271	0.27371046	2257148	9929	0.27263787	2257148	41034	0.7309281	2257148	13532	0.38952297	2257148	3300	0.09676016	2257148	4296	0.1310273	2257148	6364	0.23852357	2257148	876	0.02353058	2257148	1385	0.03922206	2257148
nhnw_bin.360	1036769	0.9911865	1259883	50168	0.96804625	1259883	15307	0.61565876	1259883	93139	0.9935812	1259883	1674	0.117183894	1259883	7563	0.41181365	1259883	1000255	0.9847407	1259883	2146	0.16034108	1259883	243545	0.9962076	1259883	15790	0.5018601	1259883	91377	0.98137605	1259883	160252	0.9993158	1259883	141629	0.9856177	1259883	56787	0.98339605	1259883	6805	0.4130074	1259883	35240	0.924897	1259883	28279	0.85214895	1259883	14790	0.67581433	1259883	24695	0.7334856	1259883	60702	0.9744183	1259883	7441	0.36961448	1259883	24256	0.85213786	1259883	408107	0.9992174	1259883	47299	0.95158917	1259883	172119	0.9989809	1259883	3660	0.19891688	1259883	58879	0.9567682	1259883	4685	0.2708688	1259883	10456	0.46072373	1259883	67397	0.9778336	1259883	3298	0.22822437	1259883	124	0.005885467	1259883	285665	0.98908234	1259883	85622	0.9831064	1259883	1133433	0.999096	1259883	22552	0.7683579	1259883	33210	0.88055634	1259883	26837	0.78782713	1259883	4398	0.29209697	1259883	3615	0.24196532	1259883	31499	0.8910613	1259883
nhnw_bin.361	311	0.012901288	2174124	1032	0.045280766	2174124	2510	0.08296215	2174124	8403	0.28692475	2174124	663	0.025722085	2174124	2168	0.083218805	2174124	1457	0.060040273	2174124	921	0.040952586	2174124	12584	0.36117995	2174124	8808	0.2027681	2174124	2464	0.09988483	2174124	20430	0.5440081	2174124	8318	0.26500422	2174124	1835	0.07012296	2174124	1798	0.07720305	2174124	4292	0.16810817	2174124	6085	0.21368699	2174124	837	0.03401968	2174124	1690	0.052025553	2174124	493	0.022195606	2174124	422	0.014284374	2174124	497	0.020491472	2174124	1464	0.057129677	2174124	1373	0.05420436	2174124	1829	0.06142336	2174124	99	0.003017767	2174124	7585	0.2391446	2174124	6694	0.24868913	2174124	997	0.029210385	2174124	2922	0.105023906	2174124	2491	0.10533622	2174124	204	0.005376878	2174124	8317	0.22404702	2174124	8160	0.24804105	2174124	35347	0.7227325	2174124	4723	0.15240759	2174124	4531	0.15123333	2174124	1025	0.0342308	2174124	2272	0.09624658	2174124	3266	0.13828374	2174124	3174	0.1255531	2174124
nhnw_bin.362	512	0.027137408	1679453	283	0.010631437	1679453	6045	0.22127561	1679453	7889	0.28354055	1679453	623	0.025994774	1679453	1693	0.06903795	1679453	1725	0.066366844	1679453	1249	0.062534645	1679453	15645	0.41703817	1679453	8158	0.21904036	1679453	3460	0.16490845	1679453	18726	0.5367861	1679453	5800	0.22617245	1679453	2571	0.10301568	1679453	2669	0.123446144	1679453	7329	0.29918134	1679453	3820	0.16442318	1679453	753	0.024479399	1679453	4654	0.15361787	1679453	885	0.04491641	1679453	857	0.03248558	1679453	3109	0.15300399	1679453	2579	0.12081076	1679453	1613	0.06639602	1679453	3069	0.12275485	1679453	107	0.0046699727	1679453	3191	0.10384989	1679453	6888	0.29523185	1679453	5111	0.1538882	1679453	2287	0.0970953	1679453	2877	0.137309	1679453	253	0.008405713	1679453	7861	0.2302202	1679453	480	0.007868634	1679453	50168	0.8536631	1679453	5982	0.22943601	1679453	1476	0.013085809	1679453	864	0.029321453	1679453	3439	0.15289561	1679453	1983	0.08954225	1679453	2578	0.11754958	1679453
nhnw_bin.363	2317	0.092961326	1807741	2967	0.11235238	1807741	17672	0.52716565	1807741	10297	0.30260584	1807741	315	0.0014089408	1807741	1803	0.062787205	1807741	2258	0.050465748	1807741	475	0.0015511072	1807741	5855	0.0023958078	1807741	1049	0.0023471282	1807741	1281	0.0027155438	1807741	4407	0.040537886	1807741	4750	0.13409886	1807741	1587	0.0030142593	1807741	3886	0.15969212	1807741	27162	0.71415704	1807741	9253	0.28926432	1807741	92603	0.9925111	1807741	1075	0.0074938834	1807741	272	0.0015793191	1807741	254	0.0019632238	1807741	1252	0.0052573904	1807741	1972	0.0025573354	1807741	25506	0.70442504	1807741	2110	0.007451289	1807741	308	0.009593189	1807741	13523	0.43667427	1807741	2062	0.045695703	1807741	1295	0.01458782	1807741	1657	0.005472576	1807741	948	0.0026010363	1807741	37	0.0006289618	1807741	28930	0.60205364	1807741	56962	0.90986484	1807741	83362	0.9428563	1807741	1110	0.0027238415	1807741	14350	0.41139135	1807741	435	0.001506853	1807741	2216	0.07165684	1807741	5363	0.22811288	1807741	957	0.0046804273	1807741
nhnw_bin.364	1659	0.061226	2002842	7275	0.26663262	2002842	10346	0.2573378	2002842	26328	0.5885232	2002842	1558	0.04819751	2002842	3776	0.11683198	2002842	15180	0.4546779	2002842	1018	0.029015768	2002842	31848	0.5838034	2002842	4959	0.097934335	2002842	2814	0.072664246	2002842	15078	0.28097025	2002842	18854	0.47730425	2002842	10556	0.31686473	2002842	4070	0.14016482	2002842	21525	0.55345505	2002842	103258	0.9683974	2002842	5291	0.17433627	2002842	13444	0.34135443	2002842	2252	0.086159065	2002842	827	0.021824487	2002842	9394	0.3198345	2002842	8489	0.27118516	2002842	11135	0.35451573	2002842	11596	0.3249777	2002842	403	0.011263994	2002842	3082	0.05558751	2002842	5374	0.1705791	2002842	9038	0.19123875	2002842	9515	0.28073657	2002842	3677	0.114185244	2002842	117	0.0042284913	2002842	173897	0.97894293	2002842	144380	0.97963446	2002842	195142	0.9889367	2002842	3416	0.07943113	2002842	28576	0.6286522	2002842	1255	0.026944213	2002842	3062	0.087043814	2002842	4532	0.1475748	2002842	3814	0.12166012	2002842
nhnw_bin.365	3479	0.1405597	1993715	11313	0.38713107	1993715	11055	0.327607	1993715	43082	0.8355512	1993715	5505	0.2235811	1993715	4708	0.1755261	1993715	5764	0.18267606	1993715	2763	0.12703721	1993715	3734	0.07293269	1993715	11837	0.26655766	1993715	2186	0.086770676	1993715	53247	0.86391383	1993715	9695	0.30954626	1993715	15169	0.46955207	1993715	6077	0.24925026	1993715	64441	0.9357115	1993715	24477	0.5867353	1993715	2612	0.09660458	1993715	48329	0.785989	1993715	6026	0.25922713	1993715	4438	0.15216869	1993715	7031	0.2934988	1993715	44951	0.8535809	1993715	53210	0.893243	1993715	105073	0.9710826	1993715	625	0.01782351	1993715	13017	0.3402021	1993715	89184	0.97541976	1993715	22837	0.5474684	1993715	8228	0.27087474	1993715	6054	0.2510745	1993715	120	0.0024361557	1993715	111047	0.946387	1993715	22238	0.5595233	1993715	127854	0.9865407	1993715	7470	0.23767339	1993715	27090	0.6537128	1993715	2714	0.092328645	1993715	8769	0.31270117	1993715	8561	0.33184785	1993715	2763	0.113011636	1993715
nhnw_bin.366	608	0.034703445	1251893	358	0.019302769	1251893	7563	0.3714471	1251893	16266	0.66775674	1251893	1707	0.11593483	1251893	4674	0.2807037	1251893	1973	0.11466236	1251893	1565	0.109610006	1251893	20822	0.6965755	1251893	4294	0.16227825	1251893	2824	0.18012881	1251893	13005	0.51454955	1251893	6306	0.31372967	1251893	4696	0.27537256	1251893	2641	0.16635287	1251893	9586	0.48472193	1251893	3466	0.1909604	1251893	359	0.018087808	1251893	2918	0.13963574	1251893	149	0.005682594	1251893	1115	0.061645843	1251893	8316	0.47073913	1251893	2141	0.1370892	1251893	2305	0.13012373	1251893	6418	0.3275152	1251893	27	0.0016670753	1251893	18531	0.6710054	1251893	609	0.012463525	1251893	3373	0.145542	1251893	2846	0.15717317	1251893	3441	0.22403912	1251893	190	0.008534276	1251893	13681	0.48529148	1251893	4726	0.25780398	1251893	53092	0.95600665	1251893	4243	0.2075401	1251893	1194	0.014081875	1251893	1454	0.075981736	1251893	2320	0.14950399	1251893	5946	0.35806814	1251893	333	0.007743473	1251893
nhnw_bin.367	1273	0.12518047	953759	76	0.0065215635	953759	4432	0.30690143	953759	72	0.0029860793	953759	76	0.0045084762	953759	123	0.0077378037	953759	152	0.01023529	953759	113	0.008202282	953759	980	0.05983587	953759	3103	0.1467939	953759	714	0.038624015	953759	3361	0.25851396	953759	119	0.0045346883	953759	13491	0.7112216	953759	215	0.011836324	953759	375	0.0086992625	953759	218	0.011339342	953759	3263	0.28478158	953759	1750	0.12517628	953759	854	0.081597134	953759	766	0.064240545	953759	245	0.022669248	953759	188	0.014274046	953759	2158	0.08357248	953759	10733	0.5745445	953759	339	0.028250324	953759	1571	0.004761161	953759	73	0.004948839	953759	2499	0.18007065	953759	43	0.0030007581	953759	546	0.020153938	953759	5938	0.3860944	953759	34812	0.8525445	953759	238	0.008740153	953759	1283	0.03312262	953759	7780	0.4757638	953759	75	0.0046175187	953759	215	0.016369963	953759	446	0.018419748	953759	2433	0.22135781	953759	4249	0.33724976	953759
nhnw_bin.368	4093	0.15231188	2165583	165722	0.92863077	2165583	352753	0.9752625	2165583	190293	0.95055187	2165583	17357	0.45721823	2165583	216020	0.97526854	2165583	147228	0.9279275	2165583	3504	0.12640846	2165583	362904	0.9833943	2165583	167960	0.90261143	2165583	347480	0.9364222	2165583	950433	0.922757	2165583	400826	0.9904266	2165583	97032	0.93295616	2165583	90606	0.9388345	2165583	123738	0.94699395	2165583	10505	0.23841617	2165583	32296	0.7135423	2165583	35927	0.63276404	2165583	36194	0.7585814	2165583	40239	0.70372826	2165583	25505	0.6716224	2165583	20174	0.52670205	2165583	289996	0.9416905	2165583	77108	0.8588648	2165583	8673	0.25127736	2165583	364318	0.97535676	2165583	168083	0.93334866	2165583	348818	0.9209899	2165583	302363	0.9801125	2165583	65682	0.91708654	2165583	1664	0.042709976	2165583	287921	0.9201264	2165583	114517	0.9059108	2165583	3360130	0.9384494	2165583	185164	0.96152073	2165583	327808	0.9285296	2165583	18643	0.4220069	2165583	77260	0.926007	2165583	254693	0.9302839	2165583	164126	0.9251698	2165583
nhnw_bin.369	190413	0.9976194	2834589	231192	0.9990976	2834589	203318	0.9960901	2834589	271910	0.9993431	2834589	21899	0.5072492	2834589	33191	0.6583268	2834589	150808	0.99243486	2834589	36713	0.7279447	2834589	146055	0.957651	2834589	466856	0.9991071	2834589	94961	0.95247704	2834589	435593	0.9998331	2834589	654110	0.99966097	2834589	378222	0.99958867	2834589	1015	0.025733184	2834589	277469	0.9995273	2834589	726519	0.9998776	2834589	60932	0.86803097	2834589	133240	0.96133864	2834589	54362	0.8493482	2834589	66368	0.8289844	2834589	49992	0.8112044	2834589	222012	0.99859697	2834589	22563	0.49850297	2834589	879246	0.9999125	2834589	7065	0.17017882	2834589	5122	0.13137813	2834589	72504	0.90937346	2834589	225819	0.9964189	2834589	366065	0.9991692	2834589	244918	0.9993897	2834589	15631	0.27367988	2834589	188843	0.9837747	2834589	23	0.00051294913	2834589	1242436	0.99992734	2834589	209381	0.99710786	2834589	2152	0.061836123	2834589	65468	0.8191487	2834589	108679	0.9761525	2834589	51859	0.8348251	2834589	399530	0.99968743	2834589
nhnw_bin.36	1477	0.07077038	1668537	5014	0.2351671	1668537	12192	0.42851973	1668537	3621	0.13469225	1668537	3876	0.19512184	1668537	3937	0.18235137	1668537	8149	0.32276958	1668537	11826	0.50475836	1668537	25837	0.682402	1668537	4750	0.13123293	1668537	8373	0.3487115	1668537	43143	0.85348964	1668537	5045	0.17357542	1668537	4788	0.20312706	1668537	3498	0.15099275	1668537	8439	0.33191234	1668537	4402	0.15020224	1668537	3666	0.18066606	1668537	9490	0.3159121	1668537	2824	0.142571	1668537	937	0.037118144	1668537	5420	0.23938037	1668537	17065	0.60019046	1668537	4418	0.19691622	1668537	4533	0.14136097	1668537	591	0.024938015	1668537	13569	0.48043105	1668537	7109	0.3209722	1668537	12235	0.42302567	1668537	2035	0.06697963	1668537	8399	0.36639702	1668537	389	0.014175892	1668537	13468	0.35033926	1668537	3507	0.13186643	1668537	28243	0.62498105	1668537	6641	0.24520583	1668537	16460	0.5006685	1668537	4518	0.18037598	1668537	8149	0.36986953	1668537	5061	0.22638994	1668537	14376	0.5361415	1668537
nhnw_bin.370	90119	0.95030445	1571287	23826	0.7383387	1571287	130279	0.97027594	1571287	54829	0.9064843	1571287	49902	0.9056391	1571287	89959	0.9693843	1571287	41244	0.8920172	1571287	27151	0.78713435	1571287	108106	0.9548962	1571287	97947	0.92609435	1571287	255560	0.963332	1571287	275325	0.9594727	1571287	126913	0.96746296	1571287	114985	0.9765581	1571287	216387	0.9661322	1571287	255814	0.9862177	1571287	174441	0.9514748	1571287	18618	0.6247089	1571287	72868	0.89160985	1571287	61077	0.93318343	1571287	61118	0.9008755	1571287	80253	0.9654131	1571287	33882	0.8105763	1571287	155570	0.95847034	1571287	149619	0.95530987	1571287	11429	0.42144433	1571287	647646	0.97686356	1571287	74201	0.9348693	1571287	109192	0.9510605	1571287	38375	0.8187085	1571287	82569	0.95719814	1571287	3672	0.13833374	1571287	535484	0.9661074	1571287	101197	0.9411769	1571287	645949	0.9633644	1571287	289251	0.9806324	1571287	276237	0.95442015	1571287	19443	0.5761831	1571287	45839	0.90565825	1571287	139108	0.95911825	1571287	102155	0.94977874	1571287
nhnw_bin.371	7447	0.3669447	1578167	267	0.014672718	1578167	10342	0.42661834	1578167	4146	0.21321382	1578167	330	0.017762378	1578167	1093	0.061245736	1578167	3220	0.17466022	1578167	187	0.011816873	1578167	1897	0.07909556	1578167	2432	0.07860385	1578167	7989	0.38926363	1578167	1552	0.062066942	1578167	4669	0.22045702	1578167	5262	0.2831893	1578167	5831	0.31063	1578167	8925	0.4157887	1578167	11886	0.4740449	1578167	421	0.02545548	1578167	1179	0.049584106	1578167	1179	0.07388952	1578167	758	0.035372682	1578167	3891	0.21262452	1578167	995	0.05713464	1578167	1901	0.09928797	1578167	4563	0.19001728	1578167	30	0.0014833665	1578167	7580	0.3434554	1578167	2759	0.15519017	1578167	1703	0.08004793	1578167	1685	0.08442769	1578167	1922	0.11317687	1578167	147	0.0044874847	1578167	7706	0.25912595	1578167	1105	0.0529418	1578167	25326	0.7180983	1578167	6874	0.30944508	1578167	8019	0.33324167	1578167	213	0.010394971	1578167	1110	0.064230844	1578167	4399	0.24214548	1578167	463	0.023307418	1578167
nhnw_bin.372	3358	0.13716856	2089371	8311	0.22869706	2089371	6083	0.19749054	2089371	3907	0.12977447	2089371	582	0.014071699	2089371	2579	0.09367269	2089371	2799	0.0779962	2089371	2034	0.08586795	2089371	26244	0.5945694	2089371	1515	0.014217676	2089371	896	0.03137499	2089371	7233	0.17587303	2089371	3041	0.09948161	2089371	24559	0.65732795	2089371	467	0.008768189	2089371	8345	0.2998333	2089371	7304	0.21807137	2089371	7214	0.24311575	2089371	1162	0.028650248	2089371	308	0.0058481717	2089371	452	0.01605172	2089371	1994	0.0583568	2089371	9721	0.27075326	2089371	6285	0.22924507	2089371	7016	0.20258632	2089371	294	0.009974293	2089371	5934	0.20287685	2089371	5955	0.21658097	2089371	1843	0.043902207	2089371	9327	0.28976998	2089371	2308	0.085514255	2089371	105	0.0030640801	2089371	20112	0.44406235	2089371	102191	0.9651431	2089371	81388	0.93871695	2089371	7403	0.23462804	2089371	949	0.024784492	2089371	3830	0.10922282	2089371	3284	0.13436627	2089371	2313	0.10072792	2089371	3454	0.12278911	2089371
nhnw_bin.373	2312	0.08280899	1939560	7691	0.22501495	1939560	14999	0.35446802	1939560	14189	0.3930871	1939560	7823	0.2719328	1939560	2823	0.08255223	1939560	82094	0.95512486	1939560	26634	0.7233852	1939560	145508	0.9924148	1939560	13705	0.2383984	1939560	15899	0.5075187	1939560	169042	0.99165535	1939560	40111	0.7781667	1939560	34811	0.75142145	1939560	3950	0.12392244	1939560	3997	0.08066675	1939560	12503	0.35808584	1939560	5805	0.061044257	1939560	2879	0.038336013	1939560	1832	0.057956442	1939560	2813	0.0539576	1939560	30169	0.7207428	1939560	9087	0.24584132	1939560	9434	0.24572945	1939560	15579	0.18295902	1939560	216	0.0070268516	1939560	837	0.0138165355	1939560	35917	0.72423744	1939560	5838	0.10269958	1939560	32149	0.69876516	1939560	9829	0.21612428	1939560	1638	0.0483223	1939560	35674	0.59067726	1939560	50349	0.7992679	1939560	309980	0.9995829	1939560	19985	0.4854673	1939560	93585	0.9719916	1939560	2595	0.042983975	1939560	16948	0.48761213	1939560	8123	0.3093573	1939560	17506	0.44125935	1939560
nhnw_bin.374	64403	0.86333996	1899253	8087	0.09130853	1899253	125445	0.9196879	1899253	61501	0.64704597	1899253	60654	0.8319471	1899253	13709	0.33148453	1899253	17590	0.43980765	1899253	4101	0.06871544	1899253	194723	0.94018435	1899253	163735	0.89807993	1899253	14428	0.325062	1899253	292424	0.95777076	1899253	53111	0.53736866	1899253	32370	0.36240828	1899253	21591	0.21979114	1899253	98512	0.787508	1899253	287106	0.9343789	1899253	44417	0.3266558	1899253	388374	0.91694474	1899253	57127	0.84931445	1899253	30664	0.6364766	1899253	17534	0.40227288	1899253	83892	0.8756132	1899253	18264	0.37702927	1899253	181364	0.9304116	1899253	15390	0.3855026	1899253	20243	0.3117715	1899253	117698	0.93023944	1899253	464273	0.93888545	1899253	116043	0.90423864	1899253	45407	0.7720335	1899253	11279	0.27816147	1899253	100882	0.8379447	1899253	19030	0.45946223	1899253	195057	0.93670565	1899253	32615	0.35886425	1899253	493627	0.9555557	1899253	3100	0.02461652	1899253	137478	0.94841707	1899253	29078	0.6160701	1899253	23124	0.49866396	1899253
nhnw_bin.375	8594	0.31126755	2142443	14485	0.47436455	2142443	236771	0.9772344	2142443	99795	0.9696155	2142443	8154	0.296533	2142443	14048	0.4185409	2142443	58963	0.88571507	2142443	3200	0.12884544	2142443	163768	0.9848262	2142443	91221	0.8677995	2142443	33738	0.7611918	2142443	113679	0.969082	2142443	57155	0.86993074	2142443	71634	0.9340426	2142443	5996	0.20661134	2142443	41760	0.82211846	2142443	37582	0.75208956	2142443	43101	0.82952034	2142443	7427	0.1993822	2142443	2149	0.078612596	2142443	11117	0.31592998	2142443	25561	0.68234205	2142443	2040	0.05714411	2142443	6627	0.20190129	2142443	92619	0.93152255	2142443	144	0.004616692	2142443	6405	0.16359268	2142443	15208	0.47297034	2142443	19372	0.45452505	2142443	93269	0.9430986	2142443	3031	0.11105079	2142443	1112	0.029949455	2142443	309422	0.9816373	2142443	11232	0.33366674	2142443	469615	0.99559337	2142443	14115	0.39717183	2142443	133688	0.98131245	2142443	1192	0.027017288	2142443	23088	0.6364393	2142443	14742	0.47119713	2142443	4823	0.16407391	2142443
